"prolific_id","n_hit","n_fa","n_miss","n_cr","acc_300","sum"
"5df3c9a0ef7f5e2a439e436e",28,1,2,29,"95%",60
"5df50a49a98a7a3924e4137e",19,17,11,13,"53%",60
"5dffc4c8265c80bee3e29c2d",28,1,1,29,"97%",59
"5e015e48946e97d428a04739",16,17,14,9,"45%",56
"5e0477f613ec50f00c452845",25,15,5,14,"66%",59
"5e095b09b6385323681f4097",21,0,4,23,"92%",48
"5e1f46d7ded49f273e668b53",22,3,8,27,"82%",60
"5e25529eab132b7bb83842f1",20,6,10,24,"73%",60
"5e316786814a08000dfb4bdb",30,1,0,29,"98%",60
"5e4167bcf0cb003996e25ca4",28,9,2,21,"82%",60
"5e42bca17e337314fd24894b",20,4,10,26,"77%",60
"5e45ae4754f56d099400d6df",17,3,13,27,"73%",60
"5e4ad10709a6b7000a37f918",18,4,10,25,"75%",57
"5e503fa37cbf4308d1131e52",27,10,3,19,"78%",59
"5e582888ad019803dba551c4",26,3,3,27,"90%",59
"5e5e449c85f6ea15d731714a",21,14,9,16,"62%",60
"5e601fc1a361d5000c494d70",24,10,6,20,"73%",60
"5e722b8cffc65d01103bbc8a",23,10,7,20,"72%",60
"5e77a0db24d7c931311dd356",25,4,4,26,"86%",59
"5e7bb30e3f9fe31d223a0f04",27,1,3,28,"93%",59
"5e7f717ffa7e820283155b82",16,14,14,16,"53%",60
"5e81f5cfb7838b90005982bd",22,8,7,19,"73%",56
"5e8208d95442a6028e919b7f",26,1,4,28,"92%",59
"5e8214099c77a703baa06067",27,2,3,28,"92%",60
"5e8233832ca9860790d4d2f5",28,1,2,29,"95%",60
"5e85eda5501bc3035b24d9eb",26,4,4,26,"87%",60
"5e889c2d3aa428000bbf212e",0,0,29,30,"51%",59
"5e89e89bf025be000c01eead",20,5,9,25,"76%",59
"5e8a38ffc5f477073ee6e9f3",24,5,6,25,"82%",60
"5e8b4b875ac5d50009845a7b",22,11,8,19,"68%",60
"5e8b811dcdbb58057efa41cd",27,2,3,28,"92%",60
"5e90f4e46e07c842cce01aa2",18,18,12,11,"49%",59
"5e916b5271c53949d696abba",21,8,9,22,"72%",60
"5e91bb3e4d246b4db5408d67",28,4,2,25,"90%",59
"5e9b09b6aff5bd0009133151",28,23,1,7,"59%",59
"5ea088cdb617dc06db511d08",22,3,8,27,"82%",60
"5ea6ff1a2180430a9ad065fa",22,11,8,19,"68%",60
"5ea95e9500721703bfe1f46b",26,5,4,25,"85%",60
"5eaecf00e002645a4e1f7417",21,13,9,15,"62%",58
"5eb170206e577a07e9954c65",27,5,3,25,"87%",60
"5eb29fb2f3a18001d2e58416",22,2,7,28,"85%",59
"5ebd50ddb6a8d902ad31d9ec",23,3,7,26,"83%",59
"5ebd5618c83ba403c47de464",29,8,1,21,"85%",59
"5ec06105afc3710d3ece8896",29,8,1,22,"85%",60
"5ec08b60b585e0347768bb09",0,0,30,30,"50%",60
"5ec251b67b846b0113ac8e5c",20,6,10,24,"73%",60
"5ec27310823652045f1e3597",27,10,2,20,"80%",59
"5ec3022338a19e143412435f",29,5,1,24,"90%",59
"5ec3b9e83f187802a6aa041e",23,0,7,30,"88%",60
"5ecbb2347a5125043b1d3588",26,3,4,26,"88%",59
"5ecd3478898cb206f41c86e0",27,5,2,24,"88%",58
"5ed416a5b45e9d0ca2e233f6",21,5,8,25,"78%",59
"5ed772653b309d023ca48655",27,4,3,26,"88%",60
"5eda126ec6a418029cb19e91",27,4,3,26,"88%",60
"5ede918b4280d611f9a38200",28,11,2,19,"78%",60
"5ede9653252ba51223688917",26,5,4,25,"85%",60
"5ee24067b1d0696a7834463e",22,5,6,20,"79%",53
"5ee4152d9776d110b4445fdf",29,16,1,13,"71%",59
"5ee77a7099ecf00464f49455",26,6,4,24,"83%",60
"5ee8ceb850ff321f9c977c5c",22,2,8,27,"83%",59
"5eea42003e537f10bc27959d",28,16,2,14,"70%",60
"5eeaa0ffaa6af11cf32ce057",20,18,9,12,"54%",59
"5eeb414cfe8e6a02516fc245",24,2,6,28,"87%",60
"5eeb78fa8931bf2d402dae9e",20,11,9,19,"66%",59
"5eec906e64e58301daaca6c0",29,2,1,28,"95%",60
"5eed15f46a9e0d11f19f405d",23,15,7,14,"63%",59
"5eed229c7c5a171282476bb8",28,4,2,26,"90%",60
"5eef09eb6db5543c11297022",20,10,10,20,"67%",60
"5ef5d56a65a4f102ee59634d",26,5,3,25,"86%",59
"5ef9a3f085fd347438975462",22,20,8,9,"53%",59
"5efa06a7540ce97e3ed866f8",26,6,4,24,"83%",60
"5efa131512ad19803bc3d2fd",19,3,11,27,"77%",60
"5efd2964d36f63162f263795",27,4,3,26,"88%",60
"5effb373e52eda0a74ec4015",23,5,7,24,"80%",59
"5f0094fc2e1a9e1b4ea12b2e",19,14,10,16,"59%",59
"5f01bf065d902430eb9e209b",27,6,3,24,"85%",60
"5f07c1e322eb5a4022095cbd",22,11,7,19,"69%",59
"5f09cb729bf14505753e5bd8",27,2,3,28,"92%",60
"5f0b062853f8960008793934",24,11,6,19,"72%",60
"5f1036d3e4b5530008812141",17,10,13,20,"62%",60
"5f10d1960878f0401ddc72ba",20,15,10,15,"58%",60
"5f1164d8aca7f8000cca2709",24,4,6,26,"83%",60
"5f1733f79af14006b505ed46",27,7,2,23,"85%",59
"5f1ddd17b44cb7301bc337ef",23,17,7,13,"60%",60
"5f1f19934d3c1c0c62cb319e",28,15,0,7,"70%",50
"5f207db04d3c1c3935e1b821",24,2,5,27,"88%",58
"5f22c8019c9a3b0008eb2f22",26,12,3,17,"74%",58
"5f2345de5a990d0f6226443c",29,8,1,22,"85%",60
"5f26d665a193a500095f564e",29,6,1,24,"88%",60
"5f2a942116fd782e845c42e9",26,8,4,22,"80%",60
"5f3244131f74f3194ba62f1b",27,8,3,22,"82%",60
"5f32b3927efd290120b866c7",28,4,2,26,"90%",60
"5f37f709b66267082f6f3992",28,1,2,29,"95%",60
"5f380897822a9e2bfd9c5963",13,4,10,18,"69%",45
"5f3ac193f436407465a3d08e",24,6,6,24,"80%",60
"5f3cf75f2982e903fb34b9f6",30,7,0,22,"88%",59
"5f3e8dbbf008950bf0646f39",23,7,6,23,"78%",59
"5f45282b8515140ace81cb44",24,11,6,19,"72%",60
"5f4557043bf01d125f02f01a",19,1,11,29,"80%",60
"5f477a85d919ec03cadfaddd",23,10,7,20,"72%",60
"5f47d4b3a08b212137abc4c7",26,7,3,23,"83%",59
"5f491a3555e3b941751215e2",28,4,2,26,"90%",60
"5f496df08d19d84cde035c29",23,5,7,24,"80%",59
"5f4b6001f958ee71ec91df89",21,16,7,11,"58%",55
"5f4b925345981175b1355872",23,12,7,18,"68%",60
"5f4e5f7594d42c0232e53b97",19,11,11,18,"63%",59
"5f50dcf27fc3a5275d7047c0",28,11,1,19,"80%",59
"5f5362c1a448d7668ec843e4",15,7,14,22,"64%",58
"5f578fcd87cb442352a8ac79",23,3,7,26,"83%",59
"5f58c7ea83941b059cfb928c",26,5,3,25,"86%",59
"5f59fd63f7e04902c806f680",24,14,5,16,"68%",59
"5f5b5fbd8ef13206a0f27805",12,9,17,21,"56%",59
"5f5c21d8af246b40932ec609",29,2,1,28,"95%",60
"5f5c947a5b5eb447ee802a19",22,11,8,19,"68%",60
"5f6481e71e733c21b974c52e",19,7,11,21,"69%",58
"5f66363877c78d1f9dc318bc",22,7,8,23,"75%",60
"5f672de82c0f4631857bb4a7",13,14,16,16,"49%",59
"5f67bc66777bfd3f9906742c",30,11,0,17,"81%",58
"5f68924358c48c0638b1eee1",15,17,13,12,"47%",57
"5f6a576e0e6c0e10b19b9b41",21,3,8,27,"81%",59
"5f6a7f502e98bc152bd3b037",14,25,16,5,"32%",60
"5f6cd5ce1758e90f12ae1123",13,14,16,16,"49%",59
"5f6f24f71b1cd746e9ded65e",24,6,6,24,"80%",60
"5f733f953409c7015fc43d26",24,6,5,24,"81%",59
"5f7345ef4b3fc3027203ecf1",22,7,7,22,"76%",58
"5f7627b46c029a08e8ca87a1",28,3,2,27,"92%",60
"5f7b2d43d76dea07bbf5b9bb",18,6,11,24,"71%",59
"5f7dd177bcf2a803e18fd2f0",24,17,6,13,"62%",60
"5f7f1e4acf7c770505c14357",27,3,3,27,"90%",60
"5f7f4a99ddc9cb0b87490fe9",27,8,3,22,"82%",60
"5f8370c6e0804f4fb492bcdc",25,10,4,20,"76%",59
"5f8472685956c40c720d0936",25,6,5,24,"82%",60
"5f848bc5c4a378107eedffca",21,18,6,8,"55%",53
"5f881e431b4e41266d8644ac",28,9,2,21,"82%",60
"5f8ac6980f0186179abb28d2",9,7,21,23,"53%",60
"5f8c6949a2761c3c8755772d",23,15,7,14,"63%",59
"5f9197367349ae010649ca35",30,5,0,25,"92%",60
"5f9475af4edd0629e1899a4c",29,0,0,30,"100%",59
"5f9daa7e3ec0713096cd9d36",26,3,4,26,"88%",59
"5fa015644fae0a00088d140d",21,8,9,20,"71%",58
"5fa10518f4aa581930bb58f5",29,7,1,23,"87%",60
"5fa9bdfbfd78fa2157098e2a",19,4,10,25,"76%",58
"5faa8121f8f5533a5c7f7a20",18,3,12,27,"75%",60
"5fab015ae4b1e658a20e8ec7",21,17,7,9,"56%",54
"5fabf06f8ac4180b6b16790e",24,2,5,28,"88%",59
"5fac47187dfda11d948deef7",27,6,3,24,"85%",60
"5fad93a0fa839512df7d52ab",22,6,8,24,"77%",60
"5fae5291ec402509e2885604",20,6,10,24,"73%",60
"5fae878f3cee45000adff644",30,1,0,29,"98%",60
"5faecac5d0a22f0576837497",23,6,7,24,"78%",60
"5faefdc33a31c611e148ce22",28,2,2,27,"93%",59
"5fb141ba6677855a1ef1f7a5",27,1,3,29,"93%",60
"5fb1bfc23029716fc7f3e210",18,0,11,30,"81%",59
"5fb3d42dc5d76c000aedf11d",23,3,7,27,"83%",60
"5fb3d69e4e1324000ac27455",26,8,3,22,"81%",59
"5fb43d1ad84de30d1cf25a6d",20,2,10,26,"79%",58
"5fb4d2d39274e9120d74f666",25,3,5,27,"87%",60
"5fb4f7e9de93bd2f4d233647",7,3,23,27,"57%",60
"5fb6de74ff456813688f32fc",29,0,1,30,"98%",60
"5fb8f31f49adcb695b174c8e",28,3,2,27,"92%",60
"5fbc03c8475c2906fcbe467e",26,2,4,28,"90%",60
"5fbc41ea2e82120f440136d9",26,2,4,28,"90%",60
"5fbe8e205c74b301dd3c949c",23,4,7,26,"82%",60
"5fbed5c801246a0a6d4889fb",28,3,2,27,"92%",60
"5fbfb3099d4fac2f7134943b",20,5,9,23,"75%",57
"5fbfb35136e42030b11b1d3c",21,15,9,15,"60%",60
"5fc096b618627203bbbff03e",22,7,8,23,"75%",60
"5fc64277766e2802dd28785d",19,5,10,25,"75%",59
"5fcb5f768c4bb789f899288f",13,13,15,16,"51%",57
"5fd0bab64cd78b1749d4cef6",20,3,10,27,"78%",60
"5fd2416e5061f30735e202e9",27,4,3,26,"88%",60
"5fd394142d643f016601af39",26,16,2,11,"67%",55
"5fd8a13aaf5bd723a0e0e3fa",23,2,7,28,"85%",60
"5fd941e0e383411330a06e2c",27,2,3,27,"92%",59
"5fdb467f3de890644c47206c",16,5,13,25,"69%",59
"5fe075e18bcb1f9880880ce2",23,4,7,26,"82%",60
"5fe226313e41f75659e4029d",25,4,5,26,"85%",60
"5fe23b8f29598a58fee0b230",20,2,10,28,"80%",60
"5fe6e04126fd080522237bf7",27,3,3,27,"90%",60
"5fe75ddffef4d157617afc85",28,2,2,27,"93%",59
"5feb3fa8c2bdebbc5d1a0ebf",27,11,3,19,"77%",60
"5feb9db7238d4b7c80de5f7d",25,7,5,23,"80%",60
"5ff27e3fad6c6d2a2f9a6011",26,7,4,22,"81%",59
"5ff37e0050a71994a54be514",18,3,12,27,"75%",60
"5ff61abe2ac133164d8958d3",24,5,6,24,"81%",59
"5ff675405edf4321a7fe49f4",27,16,3,13,"68%",59
"60009bb72723c617a6f5bed5",24,4,5,26,"85%",59
"60056c12a83e503d9b56c5b5",22,3,8,27,"82%",60
"6007287ed787d81a04d1410c",28,1,2,28,"95%",59
"6008b7087367795557f236cd",24,0,6,30,"90%",60
"60103c590ae5c22f34993278",25,3,5,27,"87%",60
"60115ec690cb860008ee3f9b",27,6,3,24,"85%",60
"601426dd52fa5e3963a926c8",18,1,12,29,"78%",60
"60143c0f36253d3c41e397d8",24,3,5,27,"86%",59
"60145246eadebd19d5d544a3",16,20,14,10,"43%",60
"60168f07be88ba1010fc4b1e",23,21,7,9,"53%",60
"6017a0b4246e5141a8557ab2",22,4,8,26,"80%",60
"6017eee639ce08aa5861fd56",16,17,12,11,"48%",56
"60181267b7dae051afe72527",29,1,1,29,"97%",60
"60182e417ce9b30277139c72",22,0,8,29,"86%",59
"60185125a263080a4243e740",21,9,8,20,"71%",58
"60188bd6df239a1617cce54f",27,4,3,26,"88%",60
"60194185dc1e1f00083cb6c6",9,1,18,28,"66%",56
"60196162abe00c035d37b4b9",21,5,8,22,"77%",56
"6019870c02683a0b378648c6",19,19,11,9,"48%",58
"60199372bd48490e12a0d92e",30,4,0,26,"93%",60
"6019b5b180b3ce13ea04df11",26,10,4,20,"77%",60
"601ab327889d5f33db020f98",29,6,1,23,"88%",59
"601aef8553aa4340c3c1ee67",21,4,8,26,"80%",59
"601b1a200826f748fac5fe13",27,6,3,24,"85%",60
"601bcd1833bf995c29cdaabb",30,1,0,29,"98%",60
"601c12364879f66821bae819",22,3,8,27,"82%",60
"601eb56665282d352860e41b",14,13,13,13,"51%",53
"602132289ca8fa07b179a9c7",25,3,5,25,"86%",58
"60216d4e9acb1812b9b549df",26,1,4,29,"92%",60
"602171055d5b3313c3a39cf0",26,2,4,28,"90%",60
"60224092ed109a300239d920",23,3,7,27,"83%",60
"6023aef5c065f603b25cc126",18,18,12,12,"50%",60
"602537bf6292a7016a3b8ca0",17,1,8,19,"80%",45
"60253f70e3734903217abed1",24,2,6,28,"87%",60
"6027192deaecac157dfebd4a",18,17,11,13,"53%",59
"6027a9db556222222b5668e7",9,13,20,17,"44%",59
"6027b3759516735a4b497150",28,0,2,26,"96%",56
"602870c955736d1c913893c7",26,7,4,22,"81%",59
"60295da4f4090f3180785c4b",0,0,27,25,"48%",52
"602a79ad86b0770624288e16",29,1,1,29,"97%",60
"602a8a02aa844c09dcb58723",14,2,15,28,"71%",59
"602b2d3fb9bd922649dcb9c5",11,12,17,17,"49%",57
"602bfb0e85fd0040cd972c41",14,16,13,11,"46%",54
"602f33eb166df7c14953e825",24,18,6,12,"60%",60
"602fd3dfaece2bd458c1b7cf",17,10,1,13,"73%",41
"602fe20f2d682dd71673dc04",20,3,9,27,"80%",59
"6030fd3ba11bc8fb5a7e90c1",20,6,9,23,"74%",58
"60318ef24ad77a10fe4ee307",27,8,3,22,"82%",60
"60323cf610c7c1204961d857",26,0,2,23,"96%",51
"6032e55d6c0b933643a7a561",23,20,7,10,"55%",60
"6032ff11977e11381ff8603b",24,2,6,28,"87%",60
"6034c980ed0b01ce54264e32",25,1,4,28,"91%",58
"603541012bb2d79bcd0a7d25",22,4,7,26,"81%",59
"603596ef5c0c3206e41bfb4c",27,2,3,28,"92%",60
"6035aa763287825073426273",26,10,4,20,"77%",60
"603953e7302d0728f1519ad7",27,7,3,22,"83%",59
"603ac38e16b38973a326658c",25,11,5,19,"73%",60
"603af68f8d9a2b7881a2aebe",29,2,0,28,"97%",59
"603ca7828d9a2ba67a41342f",26,6,4,24,"83%",60
"603cb9eeb54e6ca8b5294c2e",28,13,1,17,"76%",59
"603d4fe6945077c526f54762",25,9,3,20,"79%",57
"6040093e0a7ed41aeb718833",20,3,10,27,"78%",60
"6040bea12c052c3106be9163",18,8,10,20,"68%",56
"6041daa3bf7f411e952f370c",9,0,16,27,"69%",52
"60455b5049cb5f6961abf663",27,2,3,28,"92%",60
"604642afab11690a6c1680c0",29,7,1,23,"87%",60
"604687e5b91a1b09dc720042",22,4,7,25,"81%",58
"604787f73109262a0e388a15",6,2,16,19,"58%",43
"6047b7e4e00094000b1c5f7a",17,5,13,25,"70%",60
"6047c18cb0f594062ac39158",23,13,7,17,"67%",60
"60487525ce38371d1b941362",24,7,1,15,"83%",47
"60488c60f2bca6bd9af97a66",23,0,6,30,"90%",59
"604b97cda0d3eedc0dee5245",25,18,4,11,"62%",58
"604d242c7c866fc358db7d48",25,5,2,22,"87%",54
"604dfdb4cbc22ea42280e20b",24,6,6,24,"80%",60
