"session_id","response_id","prolific_id","ip","education","gender","age","country","f01","f02","f03","f04","f05","f06","f07","f08","f09","f10","f11","f12","f13","f14","f15","p01","p02","p03","p04","p05","p06","p07","p08","p09","p10","p11","p12","p13","p14","p15","p16","p17","p18","p19","p20","p21","p22","p23","p24","p25","p26","fw","de","du","trb","psi","witchcraft","superstition","spiritualism","elf","precognition","rpbs","n_hit","n_fa","n_miss","n_cr","acc_43","sum","dprime","beta","aprime","bppd","c"
1542,215,"5f833cbefb3ac80bfbc4906d","82.36.16.184","University","Male","19","UK",6,2,2,3,3,4,2,2,6,5,2,6,5,2,5,4,1,2,1,1,3,1,4,1,1,1,1,5,1,4,1,1,1,4,7,6,4,1,2,3,3,21,11,23,16,4,6,3,9,15,11,64,27,6,7,25,"80%",65,1.62214948594877,1.03203059895893,0.875244570946658,0.0231783882443407,0.0194361352310123
1543,217,"5d8794b64a462d001a65469d","94.60.117.88","Masters","Male","24","Portugal",5,3,4,4,3,4,5,3,4,5,5,5,4,3,5,4,1,1,1,1,1,1,2,1,1,1,1,1,1,4,1,1,1,4,7,4,2,3,1,1,2,23,17,22,12,6,4,3,7,9,8,49,17,2,13,28,"75%",60,1.56317443377186,2.6322834793737,0.854516806722689,0.595667870036101,0.619157844244645
1544,207,"5c95ea131f681e00108ce757","86.26.29.225","A level","female","29","UK",5,7,7,4,4,5,4,3,3,6,2,4,3,4,6,4,3,2,1,3,1,4,1,3,3,1,2,2,5,6,2,2,2,4,3,4,4,5,4,4,4,22,20,25,15,13,11,4,13,6,17,79,30,0,0,30,"100%",60,4.28239624194404,1,1,-1.07672491612354e-16,0
1545,229,"5f4e76eff69af505fa21da55","83.26.201.74","Student","Male","22","Poland",6,6,6,4,5,5,3,3,5,3,2,6,3,4,7,3,5,2,1,1,4,5,2,5,1,1,5,1,1,2,5,1,1,1,6,6,1,4,2,1,1,19,20,29,8,19,6,3,8,11,13,68,29,1,1,29,"97%",60,3.32139522110808,1,0.982758620689655,-1,0
1546,214,"5f6db0c1e6ec2a2317c18590","188.251.50.15","Student","Male","18","Portugal",6,3,5,6,2,6,6,3,4,6,5,5,6,1,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,1,1,6,1,1,1,30,14,25,6,9,4,3,4,6,4,36,30,1,0,29,"98%",60,3.80189573152606,0.40115539029092,0.991666666666667,-0.0249847653869591,-0.240250255208988
1547,287,"5c3dbae66d874c0001bda6d8","147.78.30.50","Studying ","Female","34","Denmark",5,4,3,1,5,4,3,3,5,4,7,4,5,3,6,7,1,2,1,2,1,2,4,1,4,1,4,1,2,7,1,1,1,4,4,3,7,2,1,1,1,18,22,22,25,5,8,3,11,6,8,66,21,9,8,21,"71%",59,1.07890120266128,0.964484541147486,0.797906403940887,1,-0.0335169471648258
1548,208,"5a4513a435c9d50001fdbf96","176.207.198.146","Master's degree","Female","28","Italy",5,4,4,2,1,1,2,2,4,3,3,6,4,1,6,4,3,2,1,4,1,1,4,3,1,1,4,1,1,4,3,1,1,4,6,1,2,5,1,2,1,16,11,21,14,14,5,3,14,8,4,62,27,0,3,30,"95%",60,3.35243025189336,4.75322368860652,0.975,0.517241379310345,0.464982995025337
1549,203,"5e82393e3c757f94be4685e1","93.34.149.123","high school diploma","male","23","Italy",4,5,3,3,3,2,2,3,5,3,6,6,3,3,6,2,2,2,2,4,4,2,5,3,5,2,5,5,2,2,2,2,2,4,6,2,5,3,4,2,2,15,20,22,14,10,13,6,15,15,8,81,22,2,8,28,"83%",60,2.00092383712042,2.22762519169915,0.905844155844156,-1,0.400283142570366
1550,204,"5f37f4ee7815e507bce7caba","161.230.89.132","Student, on the way to master degree","Male","23","Portugal",4,6,3,5,5,5,4,4,6,3,4,6,5,4,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,21,23,25,5,4,4,3,4,9,4,33,30,2,0,28,"97%",60,3.5419431821026,0.269463769547639,0.983333333333333,0.38121546961326,-0.370226529920721
1551,206,"5ee6701fece2070abf7e8cdc","93.108.196.58","first year of university","male","18","portugal",4,3,6,5,5,4,3,3,2,4,2,5,6,2,6,5,1,1,1,4,1,5,1,6,1,1,1,1,4,2,1,2,1,2,7,5,1,7,1,1,3,22,15,23,9,15,5,3,8,9,17,66,25,2,5,28,"88%",60,2.32598962098473,1.73846860802415,0.935357142857143,0.0356164383561644,0.237750250638212
1552,210,"5dee3987770a434ca44342c9","83.26.234.106","Graduated","Female","33","Poland",6,5,6,6,6,5,6,6,6,6,4,7,6,6,7,7,6,6,1,7,4,5,1,6,6,2,7,4,4,4,6,6,1,7,6,4,1,7,6,7,6,30,27,31,13,25,24,4,28,14,19,127,21,8,9,22,"72%",60,1.10611243015566,1.0535051580576,0.802489177489177,0.0157164353786994,0.0471225609120168
1553,222,"5f1ad8b60c7d020008109114","151.81.12.81","Master Degree","Female","26","Italy",4,3,5,3,2,5,6,3,6,5,2,7,6,3,6,6,1,2,1,1,4,1,6,1,4,1,2,4,1,1,1,2,1,5,7,5,4,1,5,4,4,24,13,29,17,4,13,3,12,15,11,75,30,0,0,30,"100%",60,4.28239624194404,1,1,1,0
1554,237,"5f3108bd8d9874582916bcc0","80.50.134.198","High School","Male","22","Poland",3,6,1,1,5,2,7,5,2,4,7,2,5,5,2,1,1,1,1,4,1,2,1,1,1,1,1,3,1,1,3,1,1,1,7,6,1,7,1,1,2,20,28,9,4,12,4,3,7,11,11,52,27,2,2,28,"93%",59,2.78373918823121,1.02501473217775,0.963625859028158,-0.0800000000000001,0.00887546701496922
1555,211,"5f67ebfb31d13c440655c71a","94.63.23.232","high-school","male","22","Portugal",4,4,6,5,5,4,1,4,6,7,2,6,5,4,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,7,1,1,1,22,19,28,5,10,4,3,4,6,4,36,19,0,11,30,"82%",60,2.47048946795014,9.37595375951092,0.908333333333333,1,0.905953386996948
1556,218,"5f1da6fa112d026edb1525f8","85.221.133.203","Full work","Male","43","Poland",1,2,1,2,2,1,1,2,2,3,1,2,1,2,1,1,2,1,1,2,1,1,2,2,3,5,3,3,2,2,1,2,2,3,2,3,3,6,3,2,2,8,9,7,8,11,9,8,10,6,8,60,23,21,7,9,"53%",60,0.194156558441755,0.889515166273813,0.577294685990338,-0.0638297872340425,-0.603011933386689
1557,205,"5e7dc99733285d457b04ddbd","118.110.141.97","High School ","Male","20","Japan",6,3,6,4,4,5,6,4,6,6,3,6,4,5,6,5,4,4,3,5,4,2,5,4,4,3,5,4,2,7,5,4,1,5,7,2,4,4,4,4,5,26,19,29,21,17,16,7,19,15,11,106,30,0,0,30,"100%",60,4.28239624194404,1,1,-1,0
1558,216,"5f29f7fb1320c300095c97fa","79.184.238.119","Student","Male","18","Poland",5,4,5,4,4,3,5,3,4,5,3,4,5,4,5,5,5,2,3,4,2,5,4,3,2,3,5,4,1,6,4,2,3,4,7,5,6,5,1,5,4,24,18,21,21,17,7,9,18,13,15,100,29,0,1,30,"98%",60,3.80189573152606,2.49279960883685,0.991666666666667,0.595667870036101,0.240250255208988
1559,209,"5f4a3709f7b4a70392cbcd36","2.81.117.104","College undergratuate degree ","Male","22","Portugal",3,1,1,1,1,2,5,1,2,6,7,6,5,3,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,20,13,18,5,4,4,3,4,9,4,33,22,10,8,20,"70%",60,1.01616599617952,0.910660974167045,0.786363636363636,-0.454545454545455,-0.0920957779000853
1560,213,"5f734c37b6925a0380400d3e","87.196.220.198","2nd year college student","male","19","Portugal",5,4,6,5,4,4,6,3,7,3,1,5,3,3,6,5,2,2,1,4,1,3,4,2,3,4,4,2,3,5,2,1,1,6,6,1,4,3,5,6,7,22,15,28,18,9,11,6,20,9,14,87,30,2,0,28,"97%",60,3.5419431821026,0.269463769547639,0.983333333333333,-0.454545454545455,-0.370226529920721
1561,212,"5c9fd4fb4690550016548379","151.40.225.139","Graduate Degree","Male","24","Italy",4,2,1,5,2,1,3,1,1,3,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,7,1,1,1,19,8,6,4,10,4,3,4,6,4,35,17,2,13,28,"75%",60,1.56317443377186,2.6322834793737,0.854516806722689,-0.145888594164456,0.619157844244645
1562,232,"5f33d7445fa903220876f695","84.0.203.145","Master's Degree","Female","29 years","Hungary",3,1,5,3,2,7,1,1,6,2,2,7,5,1,7,4,2,2,1,2,1,2,1,2,6,1,3,2,1,1,2,1,1,4,7,5,1,2,5,3,5,14,7,32,7,8,14,3,12,10,13,67,27,12,3,18,"75%",60,1.45623835395867,0.494836629242001,0.847222222222222,-0.3,-0.483112953942012
1563,220,"5f494c1216ed9212c846a1d0","213.141.8.250","student","male","28","Portugal",6,6,1,5,2,5,3,3,6,3,1,7,5,1,1,4,5,4,1,1,4,1,4,5,1,1,4,4,1,6,2,1,1,1,7,2,4,7,1,1,1,22,13,20,18,19,7,3,7,15,5,74,27,18,3,12,"65%",60,0.966225907884024,0.494836629242001,0.770833333333333,-1.07672491612354e-16,-0.728119176979333
1564,221,"5f8a283232f9880d4c5b4ccc","89.151.47.243","high school degree","male","20","Poland",6,5,6,6,6,6,3,5,4,4,6,6,3,4,6,4,3,3,3,4,4,3,5,3,5,3,4,2,1,6,1,1,2,4,6,3,5,4,5,4,3,22,26,28,20,11,14,8,16,12,10,91,23,18,7,12,"58%",60,0.455083989570246,0.806501817196497,0.658514492753623,0.4,-0.472548217822444
1565,234,"5f139a15a02cfb3bbce73c0c","185.32.231.241","University Studies","Male","19","Greece",7,7,7,4,7,6,7,1,7,7,1,7,7,1,7,7,1,7,1,7,4,1,7,1,7,1,7,1,1,7,1,1,1,1,7,1,7,7,7,7,1,32,17,34,28,10,22,3,22,12,4,101,28,4,2,26,"90%",60,2.45815928961696,0.655746539220983,0.945054945054945,0.18413597733711,-0.171665416322098
1566,219,"568d0641b5a2c2000cb657d0","158.109.31.4","Bachelors","Male","26","India",5,1,5,5,5,3,6,1,5,6,1,6,5,6,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,5,1,1,7,1,1,1,27,14,26,6,10,4,3,4,7,4,38,29,1,1,29,"97%",60,3.32139522110808,1,0.982758620689655,0.0502512562814071,0
1567,224,"5d6d240df110fe001aa97005","62.253.153.34","Bachelors Degree","Female","26","England",4,4,1,5,3,2,3,3,3,5,3,2,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,4,1,1,1,20,17,11,4,7,4,3,4,9,4,35,21,3,9,27,"80%",60,1.71716578508716,1.83227287845097,0.880952380952381,-1,0.352649238377767
1568,225,"5db6ec97d9b41d000b2464eb","92.5.5.114","phd student","female","34","united kingdom",4,3,6,3,3,5,4,2,6,4,5,6,6,3,6,7,2,1,1,4,1,1,7,3,1,1,1,1,1,7,1,1,1,1,5,1,7,4,1,1,1,21,16,29,28,10,4,3,7,7,4,63,11,6,19,24,"58%",60,0.478249695141954,1.31238339778836,0.665719696969697,0.0356164383561644,0.568416194549099
1569,267,"5d76dd06714f6e0019c1e1c4","85.48.187.55","master´s degree","male","30","Spain",6,6,5,6,5,4,3,4,5,6,4,7,2,3,5,3,3,2,4,2,3,4,4,5,3,2,2,1,2,3,3,2,3,4,2,2,3,5,1,2,3,23,22,26,13,16,8,9,10,6,11,73,19,9,11,21,"67%",60,0.835225001143934,1.07655705363189,0.75062656641604,0.0780487804878049,0.0883211535938448
1570,223,"5eb82b922d730506b782de24","79.185.105.86","student","male","18","Poland",5,6,1,5,1,1,2,5,3,6,7,3,6,6,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,4,1,1,1,24,25,11,4,7,4,3,4,9,4,35,30,4,0,26,"93%",60,3.1986123494584,0.176699934326305,0.966666666666667,-1,-0.541891946242819
1571,454,"5ebff737aa6b8f042a132ec3","89.78.159.138","Master Degree","Male","26","Poland",5,2,6,6,5,6,6,6,5,6,7,3,6,6,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,29,26,25,5,4,4,3,4,8,4,32,21,8,9,22,"72%",60,1.10611243015566,1.0535051580576,0.802489177489177,1,0.0471225609120168
1573,228,"5c7cf1adc8c9920015d0bc60","85.67.246.30","MSc","male","25","Hungary",2,1,3,2,2,3,2,2,4,2,3,4,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,1,1,1,1,1,10,10,18,4,4,4,3,4,9,8,36,17,9,13,21,"63%",60,0.668363026807098,1.12164098778404,0.712885154061625,-1.20096240644548e-16,0.171752140762263
1574,345,"5d78e48415b10d00163c814e","5.173.161.185","employed","Male","20","Poland",4,5,5,5,3,5,7,5,6,3,6,5,6,4,6,6,4,6,3,5,4,6,3,6,6,3,5,6,5,1,4,5,1,7,5,6,5,5,7,5,6,25,23,27,15,19,24,7,22,15,23,125,30,1,0,29,"98%",60,3.80189573152606,0.40115539029092,0.991666666666667,-0.694736842105263,-0.240250255208988
1575,235,"5ed80ec219fa7f3026f62b2e","91.171.174.184","master student","f","25","France",5,3,4,7,2,4,5,4,5,3,3,5,5,3,6,5,2,5,1,5,4,4,4,2,5,1,5,4,3,4,2,4,1,6,7,4,3,4,5,4,5,25,15,24,16,10,19,3,20,15,16,99,27,0,1,30,"98%",58,3.76955952768892,2.62894930137214,0.991071428571429,1,0.256418357127556
1576,230,"5b45e1d682519b0001f265da","83.142.158.29","studing medicine 5/6 years to become an MD, i guess we can say I've completed high scool","male","24","Poland",6,2,6,6,2,5,6,2,7,6,1,6,7,1,7,7,1,1,1,1,1,1,7,1,1,1,1,1,1,7,1,1,1,1,4,1,7,6,1,1,4,31,8,31,28,9,4,3,4,6,7,61,26,4,4,26,"87%",60,2.11482845697276,1,0.923076923076923,-1.11517937741366e-16,0
1577,226,"5f048acf5d91976f93752b48","149.90.6.134","MSc Student","Male","21","Portugal",3,3,1,5,3,2,3,1,1,5,2,4,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,7,1,1,1,20,12,12,4,10,4,3,4,7,4,36,29,7,1,23,"87%",60,2.36078782316161,0.321777449196901,0.928785607196402,-0.472727272727273,-0.480303698973237
1578,240,"5b0c1c5e30d5620001554b1e","94.241.112.87","Bachelor degree","Male","25","Czechia",6,3,6,6,5,4,5,3,6,5,3,6,5,4,6,5,1,2,2,5,1,2,2,1,1,2,5,1,1,4,1,1,2,5,6,1,3,1,2,2,1,27,18,28,14,4,6,6,17,8,5,60,22,0,8,30,"87%",60,2.74137689696186,8.26688202068412,0.933333333333333,-0.28,0.770509672491086
1579,238,"5b3b6b07cf5e6a0001835e98","188.80.36.91","Bachelors","Male","37","Portugal",4,3,4,3,3,2,2,2,5,2,3,5,3,2,5,4,2,4,1,4,2,2,4,3,5,1,3,4,1,6,3,4,2,2,5,4,3,5,5,4,5,14,13,21,17,13,18,4,13,11,12,88,28,2,2,28,"93%",60,2.80149012226115,1,0.964285714285714,-0.10803324099723,1.11022302462516e-16
1580,227,"5e45f54e6093fd0df4973c47","189.237.220.59","Finished high school","Male","24","Mexico",7,2,4,6,2,5,5,1,5,6,3,2,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,29,10,18,4,4,4,3,4,8,4,31,29,3,1,27,"93%",60,2.87192974147539,0.524443992571209,0.964878671775224,1,-0.224732739816348
1581,233,"5e9c2df688fafe14836ca339","93.88.120.54","Univerity","Male","19","Italy",2,1,2,2,2,4,4,1,3,4,1,4,2,1,6,2,1,1,3,1,1,1,2,1,1,1,1,2,1,4,1,1,1,2,4,1,2,4,1,3,2,14,6,19,10,7,4,5,7,7,5,45,27,6,3,24,"85%",60,2.01877317304142,0.66532451150089,0.913194444444444,0.124324324324324,-0.201845544400634
1582,231,"5f0af202ec6afa02e8db0daf","83.4.188.37","Student","Female","20","Poland",5,6,4,5,4,1,6,6,4,3,4,3,5,5,5,4,2,4,1,5,4,5,2,1,3,4,4,4,3,1,1,4,1,6,7,1,1,1,4,4,2,24,25,17,8,5,15,6,19,15,11,79,23,10,7,20,"72%",60,1.11607743279724,0.853388427133316,0.803804347826087,0.28,-0.142051496208946
1583,264,"5f4bf91db81eab0ec69fff84","93.38.51.101","Associate Degree","Female","36","Italy",5,4,4,5,3,3,4,3,4,5,3,4,3,3,4,2,2,2,1,1,1,2,4,2,1,1,1,1,1,4,2,2,1,3,4,3,4,3,1,2,5,22,16,19,14,9,6,3,7,6,11,56,27,0,3,30,"95%",60,3.35243025189336,4.75322368860652,0.975,0.125874125874126,0.464982995025337
1584,239,"5bc70d15069008000139f1c0","79.129.190.49","Vocational Degree","Female","31","Greece",3,2,2,3,2,6,5,2,7,3,4,6,4,1,6,4,4,4,1,4,4,1,4,4,4,1,4,4,1,3,4,4,1,4,7,5,4,4,4,4,4,18,11,27,15,16,16,3,16,15,11,92,26,3,4,27,"88%",60,2.26864635940773,1.19062599161539,0.934116809116809,-0.217391304347826,0.076908951217482
1585,236,"5a958d78f05361000171c54c","51.174.223.186","MA degree","male","28","Norway",3,1,1,1,1,2,4,2,2,1,1,7,1,4,7,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,7,1,1,1,5,1,1,10,9,19,5,4,9,3,4,9,4,38,24,3,6,27,"85%",60,2.01877317304142,1.50302594104661,0.913194444444444,0.00674157303370785,0.201845544400634
1588,262,"5f42e037b2f15d1424da5187","88.196.158.83","High school","Female","27","Estonia",3,5,6,3,3,2,2,2,5,5,3,6,1,2,3,1,1,3,1,5,4,3,1,1,3,2,4,2,3,2,1,2,1,4,5,5,2,6,4,4,5,14,15,22,6,9,12,4,17,11,16,75,23,5,7,25,"80%",60,1.62533477246172,1.20078510241318,0.875652173913043,1,0.112577173623292
1589,259,"5f0f22f8be48af08286d1ac2","46.189.253.205","Science Computer Bachelor degree","Male","33","Portugal",5,3,4,6,3,5,5,4,2,3,1,5,5,4,6,4,2,1,1,3,1,2,1,4,1,1,3,1,1,5,1,4,1,3,6,5,3,4,4,5,4,24,15,22,13,11,10,3,14,8,12,71,24,14,6,16,"67%",60,0.888488332601372,0.724129499820354,0.760416666666667,1,-0.36329687581939
1590,248,"5788e1834a84da00014c4199","90.197.93.82","Bachelors ","Female","34","UK",5,1,1,5,1,2,1,2,1,1,1,2,5,1,1,1,1,2,1,2,2,1,1,1,4,1,1,1,1,1,1,1,1,4,7,1,1,6,4,1,5,17,6,7,4,9,11,3,8,10,8,53,16,13,14,17,"55%",60,0.243376663122582,1.00996473927031,0.590992647058823,1,0.0407410410799949
1591,249,"5efefe8bb977b0028f371069","83.26.199.200","highschool degree","famale","19","Poland",5,3,5,6,2,3,5,3,6,6,3,4,7,4,4,7,1,5,1,6,3,3,6,3,6,1,7,2,2,7,1,4,1,5,5,5,7,4,5,4,5,29,15,22,27,9,20,3,22,10,15,106,29,0,1,30,"98%",60,3.80189573152606,2.49279960883685,0.991666666666667,-0.302798489396727,0.240250255208988
