prolific_id,n_hit,n_fa,n_miss,n_cr,sum,dprime,beta,aprime,bppd,c
5e81f5cfb7838b90005982bd,66,26,22,54,168,1.113443893,0.885755219,0.799074074,-0.078341014,-0.108954428
5e8208d95442a6028e919b7f,75,4,15,85,179,2.59771692,2.456647215,0.942889403,0.52782332,0.345995167
5e8214099c77a703baa06067,80,7,10,83,180,2.587371761,1.279657564,0.948004518,0.158580739,0.095306178
5e8233832ca9860790d4d2f5,76,10,14,80,180,2.195551106,1.247175695,0.923355263,0.141630901,0.100604149
5e85eda5501bc3035b24d9eb,79,14,11,75,179,2.133603568,0.848678769,0.918939148,-0.10538174,-0.076900194
5e889c2d3aa428000bbf212e,0,0,89,90,179,0.003863256,1.009865329,NA,0.196698762,2.541116442
5e89e89bf025be000c01eead,60,16,29,73,178,1.348792508,1.360675556,0.834018265,0.030508475,0.228338538
5e8a38ffc5f477073ee6e9f3,76,13,14,77,180,2.040700534,1.048437665,0.911782297,0.033088476,0.023178863
5e8b4b875ac5d50009845a7b,59,26,29,63,177,0.976330249,1.052369464,0.774681283,0.380927011,0.05228175
5e8b811dcdbb58057efa41cd,72,7,18,83,180,2.218895451,1.859447962,0.921477577,-0.040889262,0.279544333
5e90f4e46e07c842cce01aa2,62,56,27,31,176,0.144556464,0.938890002,0.556153737,0.011052131,-0.436209827
5e916b5271c53949d696abba,67,22,23,67,179,1.323265218,1.01715896,0.832120763,-0.212639526,0.012857141
5e91bb3e4d246b4db5408d67,82,13,8,76,179,2.35649878,0.715918295,0.933897134,-0.522780409,-0.141816
5e9b09b6aff5bd0009133151,83,65,6,25,179,0.877249807,0.408399847,0.745718078,0.535055351,-1.020813638
5ea088cdb617dc06db511d08,64,6,26,84,180,2.015090613,2.515027586,0.899181548,0.003173119,0.457688486
5ea6ff1a2180430a9ad065fa,62,27,27,63,179,1.026577877,1.004940641,0.783992,0.078341014,0.004800879
5ea95e9500721703bfe1f46b,78,10,12,80,180,2.290625051,1.129253737,0.930448718,-0.041865352,0.053067177
5eaecf00e002645a4e1f7417,56,37,29,50,172,0.590445413,0.937666896,0.690206872,-0.237846315,-0.109003327
5eb170206e577a07e9954c65,81,16,9,74,180,2.167247372,0.686928893,0.920211879,0.508265247,-0.173272558
5eb29fb2f3a18001d2e58416,65,6,24,81,176,2.053711881,2.372868099,0.903983085,0.020984614,0.420750057
5ebd50ddb6a8d902ad31d9ec,67,20,21,69,177,1.447436699,1.033053856,0.849260057,-0.753442721,0.022466837
5ebd5618c83ba403c47de464,88,17,2,72,179,2.780944581,0.229771569,0.944294616,-0.31887456,-0.52883817
5ec06105afc3710d3ece8896,83,15,7,75,180,2.341855352,0.600090236,0.931485944,0.39910982,-0.218064383
5ec08b60b585e0347768bb09,0,0,90,90,180,0,1,NA,-0.478472843,2.54304807
5ec251b67b846b0113ac8e5c,57,10,33,79,179,1.528621394,1.922245463,0.852377504,-0.342313788,0.427505475
5ec27310823652045f1e3597,82,26,7,64,179,1.932850948,0.447014111,0.893961483,0.427586207,-0.416568653
5ec3022338a19e143412435f,83,11,5,77,176,2.669972712,0.578685667,0.950633704,0.310695333,-0.204869449
5ec3b9e83f187802a6aa041e,69,7,21,83,180,2.107364828,2.027127471,0.911384669,-0.302369428,0.335309645
5ecbb2347a5125043b1d3588,70,9,20,80,179,2.005015334,1.644210826,0.905690432,0.055424551,0.248008342
5ecd3478898cb206f41c86e0,76,22,10,63,171,1.809880894,0.617223177,0.887559071,-0.170992705,-0.266605725
5ed416a5b45e9d0ca2e233f6,67,19,22,71,179,1.466128358,1.089672978,0.851557026,-0.065648716,0.058574429
5ed772653b309d023ca48655,81,12,8,78,179,2.406118519,0.765955348,0.937445359,-0.4,-0.110813911
5eda126ec6a418029cb19e91,83,8,7,81,179,2.702865229,0.903464812,0.954267985,0.207908934,-0.037559444
5ede918b4280d611f9a38200,81,27,9,63,180,1.774986061,0.519086079,0.880952381,0.001645463,-0.369403213
5ede9653252ba51223688917,61,15,28,73,177,1.414903843,1.385429371,0.843013015,-0.597087379,0.230411493
5ee24067b1d0696a7834463e,64,18,19,61,162,1.466544562,1.002149617,0.852011237,0.141549027,0.001464197
5ee4152d9776d110b4445fdf,83,47,6,42,178,1.389753622,0.345572632,0.822719449,0.501716059,-0.764561731
5ee77a7099ecf00464f49455,68,15,22,75,180,1.63602369,1.246849741,0.871519608,-0.771423482,0.134851448
5ee8ceb850ff321f9c977c5c,61,7,29,82,179,1.839047431,2.345137581,0.883556883,-0.026409017,0.463470412
5eea42003e537f10bc27959d,87,46,3,43,179,1.727035741,0.209402334,0.849082817,0.234014502,-0.905307168
5eeaa0ffaa6af11cf32ce057,55,48,34,42,179,0.214007466,0.960208803,0.579587529,0.068485556,-0.189734105
5eeb414cfe8e6a02516fc245,78,7,12,83,180,2.481237408,1.445058086,0.941419524,0.263431542,0.148373355
5eeb78fa8931bf2d402dae9e,53,27,36,63,179,0.757082688,1.111432511,0.729594324,-0.122132328,0.139548473
5eec906e64e58301daaca6c0,81,5,9,85,180,2.807990403,1.511424313,0.958097313,-0.237781298,0.147098957
5eed15f46a9e0d11f19f405d,66,45,24,44,179,0.601214942,0.827701812,0.69278175,6.61E-17,-0.314533634
5eed229c7c5a171282476bb8,79,20,11,69,179,1.889887164,0.686855776,0.896585486,0.145797839,-0.198758396
5eef09eb6db5543c11297022,63,27,27,63,180,1.036179635,1,0.785714286,-0.182432432,1.11E-16
5ef5d56a65a4f102ee59634d,74,10,14,79,177,2.17433828,1.255505207,0.92178856,-0.017199017,0.104647032
5ef9a3f085fd347438975462,72,56,18,32,178,0.485226217,0.752037836,0.663636364,0.519461132,-0.587290284
5efa06a7540ce97e3ed866f8,70,21,20,69,180,1.472872094,0.973745894,0.852536232,0.07984967,-0.018063278
5efa131512ad19803bc3d2fd,58,7,32,82,179,1.749100484,2.433472977,0.873011606,0.428927789,0.508443885
5efd2964d36f63162f263795,75,11,13,79,178,2.172933727,1.132432655,0.922073925,-0.133848743,0.057235115
5effb373e52eda0a74ec4015,63,8,26,80,177,1.848040336,2.031671631,0.887556139,-0.337119322,0.383573293
5f0094fc2e1a9e1b4ea12b2e,64,42,22,47,175,0.717288503,0.812802435,0.720364282,-0.02238419,-0.288959331
5f01bf065d902430eb9e209b,82,16,7,74,179,2.293345256,0.581603236,0.927847154,0.334357762,-0.236321499
5f07c1e322eb5a4022095cbd,64,25,23,63,175,1.1853626,0.966103185,0.81113456,-0.176470588,-0.029092055
5f09cb729bf14505753e5bd8,76,6,13,84,179,2.501667182,1.709768443,0.941357255,0.067841619,0.214400202
5f0b062853f8960008793934,70,40,20,50,180,0.892664484,0.759503909,0.757142857,-0.078653184,-0.308167083
5f1036d3e4b5530008812141,53,27,37,62,179,0.730665411,1.110264933,0.723674673,-0.017199017,0.143155354
5f10d1960878f0401ddc72ba,63,37,26,53,179,0.762624226,0.885715023,0.730786493,-0.376547769,-0.159134761
5f1164d8aca7f8000cca2709,70,21,20,69,180,1.472872094,0.973745894,0.852536232,-0.072243346,-0.018063278
5f1733f79af14006b505ed46,82,18,7,72,179,2.21289752,0.542283388,0.921153056,-0.814775178,-0.276545367
5f1ddd17b44cb7301bc337ef,61,47,28,42,178,0.407355508,0.894620394,0.640710383,0.428571429,-0.273362674
5f1f19934d3c1c0c62cb319e,81,48,2,27,158,1.530765175,0.18035889,0.819315782,-0.38059031,-1.118921835
5f207db04d3c1c3935e1b821,75,5,14,84,178,2.535414609,2.022537007,0.941666667,-0.490797546,0.277805715
5f22c8019c9a3b0008eb2f22,76,39,11,50,176,1.276960802,0.538517855,0.818329068,-0.314274337,-0.48469352
5f2345de5a990d0f6226443c,83,27,7,63,180,1.907081876,0.435857057,0.890896921,-0.029174108,-0.435451121
5f26d665a193a500095f564e,82,15,7,75,179,2.33585742,0.605099634,0.931180917,-0.380446148,-0.215065417
5f2a942116fd782e845c42e9,69,22,20,68,179,1.429345583,0.955957233,0.846819938,0.052707581,-0.031512395
5f3244131f74f3194ba62f1b,79,30,10,60,179,1.617511769,0.538157225,0.863983312,-0.26804317,-0.383060287
5f32b3927efd290120b866c7,81,8,9,82,180,2.576961634,1.084796306,0.947869618,0.172630976,0.031584573
5f37f709b66267082f6f3992,85,9,5,80,179,2.801610167,0.656356364,0.957780601,0.198237885,-0.150289075
5f380897822a9e2bfd9c5963,40,14,28,50,132,0.981565693,1.304817427,0.775266544,-0.26310343,0.271059931
5f3ac193f436407465a3d08e,68,13,22,77,180,1.726689527,1.364956362,0.880777311,-0.017404149,0.180184367
5f3cf75f2982e903fb34b9f6,80,19,10,69,178,1.97361227,0.658649213,0.903848837,-0.163636364,-0.211573567
5f3e8dbbf008950bf0646f39,72,18,17,72,179,1.691537513,0.973520051,0.878503433,0.741741742,-0.015865364
5f45282b8515140ace81cb44,69,42,21,48,180,0.801103141,0.775220666,0.738451087,-0.21287774,-0.317821198
5f4557043bf01d125f02f01a,60,3,29,86,178,2.209785757,4.288275015,0.903197674,-0.15085976,0.658835162
5f477a85d919ec03cadfaddd,73,34,17,55,179,1.166161612,0.71610951,0.805839206,-0.301351296,-0.286342968
5f47d4b3a08b212137abc4c7,73,23,15,66,177,1.577787088,0.790537063,0.864654058,-0.052517147,-0.14896987
5f491a3555e3b941751215e2,84,10,5,80,179,2.743892722,0.621109247,0.954768221,-0.067499531,-0.173566659
5f496df08d19d84cde035c29,67,27,23,62,179,1.157263527,0.922032552,0.806410281,-0.187760779,-0.070143704
5f4b6001f958ee71ec91df89,57,44,27,41,169,0.414117733,0.901353411,0.642693849,0.024597482,-0.250793065
5f4b925345981175b1355872,73,28,16,61,178,1.37977522,0.745514074,0.838535819,-0.176172764,-0.212847182
5f4e5f7594d42c0232e53b97,54,30,35,56,175,0.651523055,1.038516671,0.705283004,0.011430873,0.058007798
5f50dcf27fc3a5275d7047c0,77,19,12,71,179,1.876963516,0.759101915,0.896268834,0.178371166,-0.14684315
5f5362c1a448d7668ec843e4,53,33,36,54,176,0.542683449,1.017710186,0.677839875,-0.053201082,0.032348854
5f578fcd87cb442352a8ac79,69,13,21,76,179,1.754806158,1.321896394,0.884057917,-0.184500863,0.15903031
5f58c7ea83941b059cfb928c,75,16,14,73,178,1.892636382,0.920822923,0.898721461,0.14797136,-0.043583399
5f59fd63f7e04902c806f680,68,40,19,48,175,0.879728127,0.750029843,0.754516514,-0.131034483,-0.326967246
5f5b5fbd8ef13206a0f27805,37,21,52,68,178,0.499452857,1.258380581,0.666931638,-0.069837556,0.460154823
5f5c21d8af246b40932ec609,84,8,6,82,180,2.785299183,0.816957082,0.957897793,0.15019884,-0.072584201
5f5c947a5b5eb447ee802a19,67,27,22,60,176,1.163266161,0.897612318,0.807330984,0.173613757,-0.09285667
5f6481e71e733c21b974c52e,58,19,32,69,178,1.141338924,1.262982307,0.802876624,0.004594181,0.204563105
5f66363877c78d1f9dc318bc,58,18,32,71,179,1.188046242,1.310980926,0.810117938,-0.741648452,0.227916764
5f672de82c0f4631857bb4a7,41,39,48,50,178,0.056151996,1.00708389,0.522195122,-0.007030827,0.125710884
5f67bc66777bfd3f9906742c,86,28,3,58,175,2.210316245,0.233249219,0.903270122,0.514112276,-0.658569918
5f68924358c48c0638b1eee1,51,49,36,38,174,0.057973891,0.989257716,0.522961816,0.396836307,-0.18629763
5f6a576e0e6c0e10b19b9b41,63,6,23,83,175,2.071903939,2.404696012,0.905299293,0.005121234,0.423486572
5f6a7f502e98bc152bd3b037,41,79,48,11,179,-1.241336864,1.914125426,0.187859758,0.058325494,-0.523033546
5f6cd5ce1758e90f12ae1123,43,48,45,39,175,-0.156700976,1.007894631,0.44057044,-0.045772013,-0.050182401
5f6f24f71b1cd746e9ded65e,77,15,13,75,180,1.996392423,0.913472237,0.907965368,0.057281645,-0.045332919
5f733f953409c7015fc43d26,70,17,19,73,179,1.652924149,1.07359457,0.874160718,-0.041180086,0.042961699
5f7345ef4b3fc3027203ecf1,70,14,16,73,173,1.854197566,1.092942569,0.895143047,0.076142132,0.047931065
5f7627b46c029a08e8ca87a1,78,11,10,77,176,2.315274721,0.938270109,0.932276057,-0.258377701,-0.027520453
5f7b2d43d76dea07bbf5b9bb,53,26,36,63,178,0.779439745,1.124662079,0.734501348,0.158580739,0.150727002
5f7dd177bcf2a803e18fd2f0,74,41,16,49,180,1.020756476,0.664796089,0.779853833,-0.492080393,-0.39997289
5f7f1e4acf7c770505c14357,80,7,10,83,180,2.587371761,1.279657564,0.948004518,-0.382240368,0.095306178
5f7f4a99ddc9cb0b87490fe9,83,22,6,68,179,2.142598939,0.435340687,0.912164543,-0.079249837,-0.388139073
5f8370c6e0804f4fb492bcdc,79,26,9,64,178,1.793901428,0.536519575,0.883594674,-0.010176128,-0.347093893
5f8472685956c40c720d0936,73,20,16,70,179,1.657234117,0.884413614,0.874482973,-0.522265868,-0.074117733
5f848bc5c4a378107eedffca,55,52,25,25,157,0.033822732,0.984384247,0.513802391,0.005484461,-0.465336849
5f881e431b4e41266d8644ac,81,33,7,56,177,1.702885871,0.408683375,0.867687437,-0.015335151,-0.525469488
5f8ac6980f0186179abb28d2,35,34,55,56,180,0.028757856,1.008473587,0.511607143,-0.886520451,0.293411562
5f8c6949a2761c3c8755772d,53,40,36,47,176,0.338854039,0.976702995,0.619797071,0.418653838,-0.069565851
5f9197367349ae010649ca35,88,22,1,68,179,2.811205631,0.131212885,0.934476665,0.187935035,-0.722442419
5f9475af4edd0629e1899a4c,84,2,5,88,179,3.46482348,1.910893772,0.97974961,-0.061056101,0.186898721
5f9daa7e3ec0713096cd9d36,72,11,18,77,178,1.9600203,1.342068784,0.903794643,-0.481722049,0.150106757
5fa015644fae0a00088d140d,61,37,28,51,177,0.675485791,0.910197651,0.710924769,0.326440892,-0.139297533
5fa10518f4aa581930bb58f5,83,17,5,73,178,2.409279578,0.445914031,0.932420612,0.652153809,-0.335216016
5fa9bdfbfd78fa2157098e2a,60,11,29,75,175,1.562184623,1.687732469,0.85915959,-0.083392514,0.335034596
5faa8121f8f5533a5c7f7a20,47,5,42,85,179,1.620779079,3.321839017,0.848782381,0.603773585,0.740704619
5fab015ae4b1e658a20e8ec7,60,46,25,35,166,0.365532576,0.87936472,0.628700246,-0.357789339,-0.3516938
5fabf06f8ac4180b6b16790e,68,4,20,84,176,2.377167892,2.920451978,0.925770308,0.074380165,0.450846739
5fac47187dfda11d948deef7,82,17,7,73,179,2.2524179,0.560801915,0.924504655,-0.107142857,-0.256785177
5fad93a0fa839512df7d52ab,65,20,25,70,180,1.33668806,1.122056042,0.833791209,-0.699831366,0.086155295
5fae5291ec402509e2885604,70,28,20,62,180,1.241336637,0.846936692,0.819354839,0.048843188,-0.133831006
5fae878f3cee45000adff644,89,6,1,84,180,3.597718346,0.301106832,0.980169877,-0.384413159,-0.33362538
5faecac5d0a22f0576837497,72,15,17,74,178,1.80705422,1.078642067,0.890484234,0.188679245,0.04189299
5faefdc33a31c611e148ce22,87,7,3,82,179,3.151819166,0.544419804,0.970614331,0.695070408,-0.192915456
5fb141ba6677855a1ef1f7a5,84,4,6,86,180,3.11543838,1.333934114,0.970653378,0.157225434,0.092485397
5fb1bfc23029716fc7f3e210,55,4,34,86,179,1.946942426,3.734301991,0.882072462,-0.435809127,0.676733375
5fb3d42dc5d76c000aedf11d,77,9,13,81,180,2.300425374,1.27815491,0.930655764,0.522762545,0.106683557
5fb3d69e4e1324000ac27455,83,18,6,72,179,2.289341935,0.486455132,0.925318126,0.193548387,-0.314767575
5fb43d1ad84de30d1cf25a6d,70,5,20,82,177,2.288619869,2.440317873,0.922584004,0.412487206,0.38981061
5fb4d2d39274e9120d74f666,74,10,16,80,180,2.108730831,1.35484542,0.916216216,0.193674926,0.144014287
5fb4f7e9de93bd2f4d233647,20,7,69,82,178,0.636808941,1.969816146,0.702134146,-0.175879397,1.064589657
5fb6de74ff456813688f32fc,83,4,6,86,179,3.109643129,1.345286715,0.97044784,0.685961226,0.095383023
5fb8f31f49adcb695b174c8e,82,12,8,78,180,2.412310739,0.759734411,0.937773609,0.10449991,-0.113910021
5fbc03c8475c2906fcbe467e,77,2,12,88,179,3.004635369,3.500519003,0.959104691,0.248852806,0.416992776
5fbc41ea2e82120f440136d9,70,15,20,74,179,1.699919425,1.176183609,0.879009828,-0.475112505,0.095460388
5fbe8e205c74b301dd3c949c,61,14,29,76,180,1.453224707,1.481689657,0.847228214,0.053040802,0.27055905
5fbed5c801246a0a6d4889fb,85,16,5,73,179,2.45382895,0.451363854,0.935479397,-0.096670266,-0.324179683
5fbfb3099d4fac2f7134943b,56,23,27,62,168,1.050152307,1.085268333,0.78824303,0.05773776,0.077919429
5fbfb35136e42030b11b1d3c,63,40,25,50,178,0.701754404,0.861335133,0.716956269,0.251639409,-0.212712043
5fc096b618627203bbbff03e,73,14,16,76,179,1.899906196,1.093857405,0.899364574,0.00424451,0.047218306
5fc64277766e2802dd28785d,55,15,33,74,177,1.260357758,1.487827078,0.819830891,0.539189696,0.315241221
5fcb5f768c4bb789f899288f,44,39,40,48,171,0.187546613,1.006540337,0.570276347,0.005038212,0.034759582
5fd0bab64cd78b1749d4cef6,63,6,27,83,179,1.977528359,2.536466319,0.895501267,-0.289249511,0.470674362
5fd2416e5061f30735e202e9,81,8,8,82,179,2.633938561,1.008188306,0.950918699,0.198630137,0.00309611
5fd394142d643f016601af39,66,38,13,42,159,1.021048241,0.632525603,0.77949939,0.311740891,-0.448592497
5fd8a13aaf5bd723a0e0e3fa,70,12,20,78,180,1.846744674,1.365970732,0.893040293,0.069327375,0.168873012
5fd941e0e383411330a06e2c,81,4,8,85,178,2.958726797,1.631729301,0.964124909,-0.066435986,0.165490228
5fdb467f3de890644c47206c,58,24,30,66,178,1.020255727,1.113090477,0.782631566,-0.176303318,0.105013241
5fe075e18bcb1f9880880ce2,71,23,19,67,180,1.440414075,0.902225276,0.848118562,0.390722942,-0.07143157
5fe226313e41f75659e4029d,79,17,11,73,180,2.013125751,0.758753549,0.908531299,-0.041342121,-0.137139102
5fe23b8f29598a58fee0b230,64,9,26,81,180,1.806753065,1.894060283,0.884596836,-0.38012959,0.353519712
5fe6e04126fd080522237bf7,80,11,10,79,180,2.34208168,0.937977002,0.93397943,-0.248852806,-0.027338862
5fe75ddffef4d157617afc85,82,18,7,71,178,2.204934013,0.538728368,0.920474064,-0.070073319,-0.280527121
5feb3fa8c2bdebbc5d1a0ebf,76,29,14,61,180,1.453224707,0.674905163,0.847228214,-0.194059415,-0.27055905
5feb9db7238d4b7c80de5f7d,71,23,19,66,179,1.431562281,0.897093946,0.846934097,0.536312849,-0.075857467
5ff27e3fad6c6d2a2f9a6011,73,31,17,58,179,1.25474424,0.738072724,0.820181072,1.72E-16,-0.242051653
5ff37e0050a71994a54be514,55,7,35,83,180,1.668024693,2.523684317,0.862760131,-0.460389843,0.554979712
5ff61abe2ac133164d8958d3,71,18,18,71,178,1.643879771,1,0.873239437,-0.073485259,1.67E-16
5ff675405edf4321a7fe49f4,80,49,9,38,176,1.093205324,0.463234526,0.785474932,0.343227893,-0.703913347
60009bb72723c617a6f5bed5,79,12,10,78,179,2.28406152,0.892514122,0.930035849,-0.060556465,-0.049785412
60056c12a83e503d9b56c5b5,64,10,25,80,179,1.771347251,1.74004513,0.882368719,1,0.312706077
6007287ed787d81a04d1410c,82,8,7,81,178,2.696867297,0.911006703,0.954004818,0.100879462,-0.034560478
