prolific_id,n_hit,n_fa,n_miss,n_cr,acc_229,sum,dprime,beta,aprime,bppd,c
5c94dd61cb58ab0013b9d902,29,0,1,30,98%,60,3.801895732,2.492799609,0.991666667,-1,0.240250255
5c9b0d631c8e140014d19fc5,29,9,0,21,85%,59,2.633978888,0.11809052,0.925,0.38121547,-0.81105579
5d14f67aeccb8a0019bf7fdb,25,2,5,28,88%,60,2.325989621,1.738468608,0.935357143,0.402984622,0.237750251
5d262da76bd66700172661e1,22,2,5,27,88%,56,2.237441526,1.80632826,0.929114474,-0.165224522,0.264273364
5d3c95ae98afa00015f636cb,23,15,7,14,63%,59,0.658300915,0.783338801,0.710501,-1,-0.370939755
5d46d6a4b30ae500195788f0,30,3,0,27,95%,60,3.352430252,0.210383535,0.975,-1,-0.464982995
5d55d30631022a0016428e41,29,1,0,29,98%,59,3.788742845,0.412578007,0.991666667,-0.263711495,-0.233673812
5d604ab485c2de0016bad3a3,25,8,4,20,79%,57,1.580774304,0.677772516,0.868866995,-1.08E-16,-0.246046237
5d6af10e8fabb6001a45d483,29,1,1,29,97%,60,3.321395221,1,0.982758621,0.182481752,0
5d7374ab99bf5b0018864719,27,2,3,28,92%,60,2.611977192,1.280821573,0.954695767,0.020408163,0.094756465
5d7676e5cac29f001978af7b,15,12,15,18,55%,60,0.245006223,1.030468986,0.591666667,1,0.122503112
5d78b90e37d53e001a06e5d8,18,0,4,22,91%,44,2.876340521,5.317015012,0.954545455,0.472727273,0.58091594
5d7e248487bade0001e6c172,27,1,3,29,93%,60,2.871929741,1.906781304,0.964878672,-0.423487544,0.22473274
5d9db76a8d7922001729340e,27,10,3,20,78%,60,1.627219351,0.523604341,0.869907407,0.182481752,-0.397622455
5daccba5ad1260001762c25b,27,2,3,28,92%,60,2.611977192,1.280821573,0.954695767,1,0.094756465
5db0c396ff30f700136bc805,29,0,1,30,98%,60,3.801895732,2.492799609,0.991666667,-0.063829787,0.240250255
5db1db20830742000a4470b4,22,10,8,20,70%,60,1.016165996,0.910660974,0.786363636,0.4375,-0.092095778
5dbd6f66ecdd3f2b18dc2580,23,2,6,27,86%,58,2.166494502,1.91439177,0.922705314,-0.36,0.299746876
5dc13c70444b6e0b1f51eec3,26,13,4,17,72%,60,1.219843601,0.579337092,0.816176471,-1.20E-16,-0.447492428
5dcd5aa07e5deb02d76958d2,26,4,4,26,87%,60,2.114828457,1,0.923076923,-0.407954945,0
5dd2759d98981d2840e20a09,27,9,3,20,80%,59,1.688272559,0.538074715,0.877543103,-0.124324324,-0.367095851
5de15e456247ef000dfc8b36,27,4,3,26,88%,60,2.268646359,0.839894314,0.934116809,-1.12E-16,-0.076908951
5de9681e6f9b7e09ad24c326,28,2,2,28,93%,60,2.801490122,1,0.964285714,-0.0195397,1.11E-16
5dec0058da52232e71810e06,24,23,1,1,51%,49,0.019671371,0.969690812,0.510434028,-0.331707518,-1.56460928
5df3c9a0ef7f5e2a439e436e,29,2,1,27,95%,59,3.043691738,0.655326366,0.973213473,-0.061452514,-0.138851742
5df50a49a98a7a3924e4137e,21,10,8,19,69%,58,0.958288015,0.914013466,0.775689223,0.563909774,-0.093823541
5dffc4c8265c80bee3e29c2d,26,1,4,29,92%,60,2.718111839,2.270263381,0.955901857,0.283201008,0.301641691
5e015e48946e97d428a04739,19,23,10,4,41%,56,-0.606206008,1.517897941,0.299686268,0.160566768,-0.688423471
5e0477f613ec50f00c452845,23,13,7,16,66%,59,0.825751559,0.788858933,0.748093922,-0.49414296,-0.287214433
5e095b09b6385323681f4097,24,3,1,20,92%,48,2.628917417,0.504855818,0.954532609,0.213592233,-0.259986257
5e1f46d7ded49f273e668b53,25,3,5,27,87%,60,2.136476691,1.357307407,0.923703704,-0.124324324,0.142993786
5e25529eab132b7bb83842f1,27,4,3,26,88%,60,2.268646359,0.839894314,0.934116809,-1,-0.076908951
5e316786814a08000dfb4bdb,30,3,0,27,95%,60,3.352430252,0.210383535,0.975,-1,-0.464982995
5e4167bcf0cb003996e25ca4,30,6,0,24,90%,60,2.948739163,0.139973322,0.95,-0.1,-0.666828539
5e42bca17e337314fd24894b,24,8,6,22,77%,60,1.407719818,0.864197468,0.848484848,0.733944954,-0.103681133
5e45ae4754f56d099400d6df,21,1,9,29,83%,60,2.166631265,3.493743668,0.910509031,-0.122807018,0.577381978
5e4ad10709a6b7000a37f918,25,4,3,24,88%,56,2.186044917,0.842268558,0.92875,-0.4,-0.078523713
5e503fa37cbf4308d1131e52,27,9,3,21,80%,60,1.717165785,0.545770235,0.880952381,0.471742001,-0.352649238
5e582888ad019803dba551c4,23,2,7,27,85%,59,2.08308434,2.036582636,0.914856923,0.028277635,0.341451957
5e5e449c85f6ea15d731714a,20,9,10,21,68%,60,0.921920874,1.042333289,0.768452381,-0.347497472,0.044973217
5e601fc1a361d5000c494d70,25,13,4,17,71%,59,1.198862762,0.592203215,0.813481406,-0.542857143,-0.437002008
5e722b8cffc65d01103bbc8a,28,9,2,21,82%,60,1.906678715,0.426109496,0.895833333,-0.492762364,-0.447405703
5e77a0db24d7c931311dd356,28,7,2,22,85%,59,2.075234811,0.470680786,0.913375131,-1,-0.363127655
5e7bb30e3f9fe31d223a0f04,30,2,0,28,97%,60,3.541943182,0.26946377,0.983333333,0.021790973,-0.37022653
5e7f717ffa7e820283155b82,17,11,12,19,61%,59,0.539719741,1.032596332,0.680288068,-0.461211477,0.059431476
5e81f5cfb7838b90005982bd,27,11,3,15,75%,56,1.397988252,0.488652971,0.839145299,-1.12E-16,-0.512238005
5e8208d95442a6028e919b7f,28,2,2,28,93%,60,2.801490122,1,0.964285714,0.317647059,1.11E-16
5e8214099c77a703baa06067,28,1,2,29,95%,60,3.061442672,1.488717355,0.973830049,-0.124324324,0.129976275
5e8233832ca9860790d4d2f5,27,4,3,26,88%,60,2.268646359,0.839894314,0.934116809,-0.722203555,-0.076908951
5e85eda5501bc3035b24d9eb,29,8,1,21,85%,59,2.233665159,0.296765691,0.917148425,-0.07063197,-0.543865031
5e889c2d3aa428000bbf212e,0,0,30,30,50%,60,0,1,NA,-0.182481752,2.141198121
5e89e89bf025be000c01eead,25,6,5,24,82%,60,1.732785602,0.903049888,0.887916667,0.07514168,-0.058851759
5e8a38ffc5f477073ee6e9f3,28,3,2,27,92%,60,2.611977192,0.780748874,0.954695767,0.3,-0.094756465
5e8b4b875ac5d50009845a7b,19,8,11,21,68%,59,0.902258895,1.116199387,0.764519776,-0.501668521,0.121838101
5e8b811dcdbb58057efa41cd,26,2,4,28,90%,60,2.45815929,1.524979455,0.945054945,0.1473397,0.171665416
5e90f4e46e07c842cce01aa2,28,21,2,7,60%,58,0.753141478,0.462389272,0.732440476,-0.472727273,-1.024174322
5e916b5271c53949d696abba,24,4,6,25,83%,59,1.843974432,1.234956588,0.898896552,-0.5625,0.114446174
5e91bb3e4d246b4db5408d67,29,3,1,27,93%,60,2.871929741,0.524443993,0.964878672,1,-0.22473274
5e9b09b6aff5bd0009133151,28,20,2,10,63%,60,0.984757841,0.4088035,0.771428571,-0.12972973,-0.908366141
5ea088cdb617dc06db511d08,25,0,5,30,92%,60,3.066442681,6.451585721,0.958333333,-1,0.607976781
5ea6ff1a2180430a9ad065fa,23,11,7,19,70%,60,1.02938156,0.826259197,0.788329519,0.01943294,-0.185399433
5ea95e9500721703bfe1f46b,30,3,0,27,95%,60,3.352430252,0.210383535,0.975,-0.664739884,-0.464982995
5eaecf00e002645a4e1f7417,16,11,11,19,61%,57,0.554999301,1.029161461,0.684493787,0.602616517,0.051791697
5eb170206e577a07e9954c65,29,6,1,24,88%,60,2.468238653,0.348925443,0.937859195,-0.531676857,-0.426578284
5eb29fb2f3a18001d2e58416,25,1,5,27,90%,58,2.553605967,2.454054826,0.946075838,-1,0.351558423
5ebd50ddb6a8d902ad31d9ec,27,9,2,21,81%,59,1.888927781,0.436768511,0.894813903,-0.563909774,-0.438530236
5ebd5618c83ba403c47de464,30,3,0,27,95%,60,3.352430252,0.210383535,0.975,0.423487544,-0.464982995
5ec06105afc3710d3ece8896,29,4,1,26,92%,60,2.718111839,0.440477527,0.955901857,-1,-0.301641691
5ec08b60b585e0347768bb09,0,0,30,30,50%,60,0,1,NA,-1,2.141198121
5ec251b67b846b0113ac8e5c,20,3,10,27,78%,60,1.627219351,1.909839016,0.869907407,0.07063197,0.397622455
5ec27310823652045f1e3597,30,8,0,22,87%,60,2.741376897,0.120964591,0.933333333,-1.20E-16,-0.770509672
5ec3022338a19e143412435f,29,1,0,28,98%,58,3.772898861,0.401914246,0.99137931,-0.365853659,-0.241595804
5ec3b9e83f187802a6aa041e,24,5,6,25,82%,60,1.732785602,1.107358534,0.887916667,-0.717073171,0.058851759
5ecbb2347a5125043b1d3588,26,4,4,26,87%,60,2.114828457,1,0.923076923,-0.655511811,0
5ecd3478898cb206f41c86e0,26,8,3,21,81%,58,1.76478372,0.579223429,0.887362637,-1,-0.309424312
5ed416a5b45e9d0ca2e233f6,29,8,1,22,85%,60,2.260876387,0.301540484,0.919670846,-1,-0.530259417
5ed772653b309d023ca48655,28,6,1,24,88%,59,2.452394669,0.358183283,0.937438424,0.153208684,-0.418656292
5eda126ec6a418029cb19e91,30,1,0,28,98%,59,3.786051748,0.390786865,0.99137931,-0.054738365,-0.248172247
5ede918b4280d611f9a38200,30,7,0,23,88%,60,2.841288334,0.129082758,0.941666667,-1,-0.720553954
5ede9653252ba51223688917,21,5,8,23,77%,57,1.452135267,1.248973524,0.854392319,0.07063197,0.153100085
5ee24067b1d0696a7834463e,22,6,5,22,80%,55,1.612739956,0.92539336,0.875330688,0.423487544,-0.048077421
5ee4152d9776d110b4445fdf,29,20,0,10,66%,59,1.712058014,0.113294396,0.833333333,-1,-1.272016227
5ee77a7099ecf00464f49455,24,5,6,25,82%,60,1.732785602,1.107358534,0.887916667,-0.006741573,0.058851759
5ee8ceb850ff321f9c977c5c,20,3,10,27,78%,60,1.627219351,1.909839016,0.869907407,-1,0.397622455
5eea42003e537f10bc27959d,30,11,0,18,81%,59,2.437935959,0.105574541,0.905172414,0.2,-0.922230141
5eeaa0ffaa6af11cf32ce057,17,14,13,16,55%,60,0.243376663,0.990133577,0.590992647,0.472727273,-0.040741041
5eeb414cfe8e6a02516fc245,30,2,0,28,97%,60,3.541943182,0.26946377,0.983333333,-0.12,-0.37022653
5eeb78fa8931bf2d402dae9e,18,6,12,24,70%,60,1.052547265,1.344533675,0.791666667,-1,0.28126741
5eec906e64e58301daaca6c0,27,1,3,29,93%,60,2.871929741,1.906781304,0.964878672,-0.07804878,0.22473274
5eed15f46a9e0d11f19f405d,22,16,8,14,60%,60,0.519231486,0.83792134,0.675324675,-0.123595506,-0.340563033
5eed229c7c5a171282476bb8,30,8,0,21,86%,59,2.714165669,0.119049157,0.931034483,-0.108033241,-0.784115286
5eef09eb6db5543c11297022,21,13,9,17,63%,60,0.668363027,0.891550871,0.712885154,-0.483870968,-0.171752141
5ef5d56a65a4f102ee59634d,26,4,3,25,88%,58,2.228249561,0.84104021,0.931538462,0.124324324,-0.077691391
5ef9a3f085fd347438975462,23,20,7,10,55%,60,0.284102992,0.853388427,0.607608696,-0.167244969,-0.558038716
5efa06a7540ce97e3ed866f8,28,7,2,23,85%,60,2.100835274,0.479035673,0.91576087,0.266089575,-0.350327424
5efa131512ad19803bc3d2fd,26,3,4,27,88%,60,2.268646359,1.190625992,0.934116809,-0.6,0.076908951
5efd2964d36f63162f263795,27,3,2,27,92%,59,2.594226258,0.800279097,0.95399106,-0.472727273,-0.085880998
5effb373e52eda0a74ec4015,24,3,6,26,85%,59,1.999357214,1.468368068,0.911903183,-0.209049523,0.192137565
5f0094fc2e1a9e1b4ea12b2e,28,16,2,14,70%,60,1.319797771,0.376150056,0.821428571,0.317647059,-0.740846176
5f01bf065d902430eb9e209b,29,3,1,27,93%,60,2.871929741,0.524443993,0.964878672,-0.12972973,-0.22473274
5f07c1e322eb5a4022095cbd,24,9,5,19,75%,57,1.349322996,0.735103084,0.839380915,0.018776499,-0.228073294
5f09cb729bf14505753e5bd8,28,1,2,29,95%,60,3.061442672,1.488717355,0.973830049,-0.145888594,0.129976275
5f0b062853f8960008793934,23,11,7,19,70%,60,1.02938156,0.826259197,0.788329519,-0.08,-0.185399433
5f1036d3e4b5530008812141,20,9,10,20,68%,59,0.893027649,1.027636085,0.762787356,-1,0.030526604
5f10d1960878f0401ddc72ba,23,12,7,18,68%,60,0.945096436,0.806501817,0.772342995,-0.049881235,-0.227541995
5f1164d8aca7f8000cca2709,23,9,7,21,73%,60,1.206023867,0.889515166,0.81884058,-0.727281451,-0.097078279
5f1733f79af14006b505ed46,30,5,0,25,92%,60,3.066442681,0.155000653,0.958333333,-0.317647059,-0.607976781
5f1ddd17b44cb7301bc337ef,20,13,10,17,62%,60,0.578416593,0.929293152,0.690441176,-0.451693151,-0.126778924
5f1f19934d3c1c0c62cb319e,29,20,1,8,64%,58,1.116356696,0.292057447,0.786104269,-0.756302521,-1.102519263
5f207db04d3c1c3935e1b821,29,2,1,28,95%,60,3.061442672,0.671719179,0.973830049,-1,-0.129976275
5f22c8019c9a3b0008eb2f22,26,13,3,17,73%,59,1.354245544,0.498066716,0.833527721,-0.588235294,-0.5146934
5f2345de5a990d0f6226443c,29,11,1,19,80%,60,1.989988958,0.265871577,0.892014519,-0.471742001,-0.665703132
5f26d665a193a500095f564e,30,6,0,24,90%,60,2.948739163,0.139973322,0.95,-1,-0.666828539
5f2a942116fd782e845c42e9,28,12,2,18,77%,60,1.645751284,0.386343141,0.865079365,-1,-0.577869419
5f3244131f74f3194ba62f1b,27,7,2,23,85%,59,2.08308434,0.491018622,0.914856923,0.097469929,-0.341451957
5f32b3927efd290120b866c7,30,2,0,28,97%,60,3.541943182,0.26946377,0.983333333,0.091703057,-0.37022653
5f37f709b66267082f6f3992,30,1,0,28,98%,59,3.786051748,0.390786865,0.99137931,-0.671725363,-0.248172247
5f380897822a9e2bfd9c5963,18,4,6,17,78%,45,1.468839896,1.143134353,0.859302054,-9.99E-17,0.091074543
5f3ac193f436407465a3d08e,25,4,5,26,85%,60,1.982658788,1.139994773,0.911923077,-0.102040816,0.066084834
5f3cf75f2982e903fb34b9f6,29,6,1,23,88%,59,2.444197986,0.342315704,0.935985025,1,-0.438598618
5f3e8dbbf008950bf0646f39,25,5,5,25,83%,60,1.85048912,1,0.9,-0.756302521,0
5f45282b8515140ace81cb44,22,18,8,12,57%,60,0.355172553,0.860627713,0.628787879,-0.179752268,-0.4225925
5f4557043bf01d125f02f01a,24,0,5,29,91%,58,3.030780026,6.403362272,0.956896552,-1,0.612655221
5f477a85d919ec03cadfaddd,29,11,1,19,80%,60,1.989988958,0.265871577,0.892014519,-0.283667622,-0.665703132
5f47d4b3a08b212137abc4c7,25,8,5,21,78%,59,1.498212108,0.768055839,0.859701697,-0.01981352,-0.176138506
5f491a3555e3b941751215e2,29,3,0,27,95%,59,3.339277365,0.216374057,0.975,-0.327586207,-0.458406552
5f496df08d19d84cde035c29,25,16,5,14,65%,60,0.844297269,0.653925064,0.750714286,0.128045619,-0.503095925
5f4b6001f958ee71ec91df89,18,15,12,14,54%,59,0.203216925,0.971279648,0.577339901,-0.124324324,-0.14339776
5f4b925345981175b1355872,26,7,3,22,83%,58,1.866305922,0.617087357,0.898601399,-0.107304835,-0.258663211
5f4e5f7594d42c0232e53b97,17,7,12,21,67%,57,0.858031977,1.20629677,0.755451318,-0.07063197,0.218587594
5f50dcf27fc3a5275d7047c0,27,4,3,26,88%,60,2.268646359,0.839894314,0.934116809,-0.124324324,-0.076908951
5f5362c1a448d7668ec843e4,22,12,8,17,66%,59,0.81060717,0.853877766,0.745208679,-0.347497472,-0.194875191
5f578fcd87cb442352a8ac79,25,6,5,24,82%,60,1.732785602,0.903049888,0.887916667,0.217391304,-0.058851759
5f58c7ea83941b059cfb928c,27,4,3,26,88%,60,2.268646359,0.839894314,0.934116809,-0.124324324,-0.076908951
5f59fd63f7e04902c806f680,25,13,4,17,71%,59,1.198862762,0.592203215,0.813481406,-0.166666667,-0.437002008
5f5b5fbd8ef13206a0f27805,16,6,14,24,67%,60,0.888488333,1.38096846,0.760416667,-0.335463259,0.363296876
5f5c21d8af246b40932ec609,27,4,3,26,88%,60,2.268646359,0.839894314,0.934116809,0.330578512,-0.076908951
5f5c947a5b5eb447ee802a19,24,8,5,21,78%,58,1.47570234,0.784021256,0.857142857,0.00896861,-0.164883622
5f6481e71e733c21b974c52e,26,11,4,19,75%,60,1.386705575,0.603598505,0.84159919,-1,-0.364061441
5f66363877c78d1f9dc318bc,23,3,7,27,83%,60,1.911322344,1.629834514,0.90257649,-0.004784689,0.255570959
5f672de82c0f4631857bb4a7,15,13,15,17,53%,60,0.162429373,1.013279044,0.562745098,0.38121547,0.081214686
5f67bc66777bfd3f9906742c,30,9,0,21,85%,60,2.647131775,0.114821071,0.925,0.454545455,-0.817632233
5f68924358c48c0638b1eee1,16,15,13,14,52%,58,0.083872049,0.993002384,0.533482143,0.018121428,-0.083725322
5f6a576e0e6c0e10b19b9b41,25,2,5,28,88%,60,2.325989621,1.738468608,0.935357143,-0.317647059,0.237750251
5f6a7f502e98bc152bd3b037,12,27,18,3,25%,60,-1.456238354,2.020868992,0.152777778,0.483870968,-0.483112954
5f6cd5ce1758e90f12ae1123,13,17,16,11,42%,57,-0.387944112,1.026855005,0.362597571,-0.016219733,-0.068310709
5f6f24f71b1cd746e9ded65e,29,2,1,28,95%,60,3.061442672,0.671719179,0.973830049,-0.270664506,-0.129976275
5f733f953409c7015fc43d26,28,7,2,23,85%,60,2.100835274,0.479035673,0.91576087,0.06859349,-0.350327424
5f7345ef4b3fc3027203ecf1,26,2,2,27,93%,57,2.747482875,1.025747491,0.962252467,-0.588235294,0.009252689
5f7627b46c029a08e8ca87a1,26,4,2,26,90%,58,2.421902977,0.689456036,0.943498168,-0.317647059,-0.15353726
5f7b2d43d76dea07bbf5b9bb,17,9,13,20,63%,59,0.639469801,1.105825522,0.705999831,-0.655511811,0.157305528
5f7dd177bcf2a803e18fd2f0,28,12,2,18,77%,60,1.645751284,0.386343141,0.865079365,-0.739400207,-0.577869419
5f7f1e4acf7c770505c14357,29,2,1,28,95%,60,3.061442672,0.671719179,0.973830049,-1,-0.129976275
5f7f4a99ddc9cb0b87490fe9,28,6,1,24,88%,59,2.452394669,0.358183283,0.937438424,0,-0.418656292
5f8370c6e0804f4fb492bcdc,28,10,1,20,81%,59,2.060840847,0.281886987,0.900759442,-0.70072827,-0.614433203
5f8472685956c40c720d0936,29,5,0,25,92%,59,3.053289794,0.159414187,0.958333333,0.472727273,-0.601400337
5f848bc5c4a378107eedffca,18,18,8,8,50%,52,0,1,0.5,0.009714454,-0.482248215
5f881e431b4e41266d8644ac,29,7,1,22,86%,59,2.335187361,0.316165311,0.926589468,-1,-0.49310393
5f8ac6980f0186179abb28d2,3,1,27,29,53%,60,0.44946548,1.906781304,0.683908046,-1.08E-16,1.435964871
5f8c6949a2761c3c8755772d,15,12,14,16,54%,57,0.21553036,1.014321388,0.581650246,-1.20E-16,0.065975882
5f9197367349ae010649ca35,30,10,0,20,83%,60,2.557185341,0.110157732,0.916666667,-0.038461538,-0.86260545
5f9475af4edd0629e1899a4c,29,1,1,29,97%,60,3.321395221,1,0.982758621,-1,0
5f9daa7e3ec0713096cd9d36,26,4,4,26,87%,60,2.114828457,1,0.923076923,0.343014541,0
5fa015644fae0a00088d140d,20,12,10,18,63%,60,0.660993443,0.945058301,0.711111111,0.765477982,-0.085490499
5fa10518f4aa581930bb58f5,28,7,0,23,88%,58,2.814470984,0.13666264,0.941666667,-0.058230683,-0.707145279
5fa9bdfbfd78fa2157098e2a,22,3,8,25,81%,58,1.771724947,1.658897017,0.888807359,1,0.285683698
5faa8121f8f5533a5c7f7a20,17,1,12,29,78%,59,1.871126005,3.883816182,0.878768856,-1,0.725134608
5fab015ae4b1e658a20e8ec7,18,15,9,14,57%,56,0.372624032,0.91851593,0.633415435,-1.73E-16,-0.228101314
5fabf06f8ac4180b6b16790e,27,0,3,30,95%,60,3.352430252,4.753223689,0.975,-0.290102389,0.464982995
5fac47187dfda11d948deef7,30,5,0,25,92%,60,3.066442681,0.155000653,0.958333333,-1,-0.607976781
5fad93a0fa839512df7d52ab,24,6,6,24,80%,60,1.615082084,1,0.875,-0.298701299,0
5fae5291ec402509e2885604,26,9,4,21,78%,60,1.563347883,0.649808228,0.865842491,0.44,-0.275740287
5fae878f3cee45000adff644,30,1,0,29,98%,60,3.801895732,0.40115539,0.991666667,-1,-0.240250255
5faecac5d0a22f0576837497,27,4,2,25,90%,58,2.419427517,0.657546831,0.942962963,-1,-0.173280369
5faefdc33a31c611e148ce22,30,0,0,30,100%,60,4.282396242,1,1,-0.472727273,0
5fb141ba6677855a1ef1f7a5,30,0,0,30,100%,60,4.282396242,1,1,-0.182481752,0
5fb1bfc23029716fc7f3e210,24,2,6,28,87%,60,2.208286103,1.92510805,0.925595238,0.54952749,0.29660201
5fb3d42dc5d76c000aedf11d,30,2,0,28,97%,60,3.541943182,0.26946377,0.983333333,-0.302865995,-0.37022653
5fb3d69e4e1324000ac27455,30,3,0,27,95%,60,3.352430252,0.210383535,0.975,-0.3,-0.464982995
5fb43d1ad84de30d1cf25a6d,29,3,1,27,93%,60,2.871929741,0.524443993,0.964878672,1,-0.22473274
5fb4d2d39274e9120d74f666,28,3,2,27,92%,60,2.611977192,0.780748874,0.954695767,0.057196732,-0.094756465
5fb4f7e9de93bd2f4d233647,9,2,20,28,63%,59,0.923704633,2.380378665,0.761567232,-0.091703057,0.938892745
5fb6de74ff456813688f32fc,28,2,1,28,95%,59,3.045598688,0.689541521,0.973501642,-0.671725363,-0.122054283
5fb8f31f49adcb695b174c8e,28,4,2,26,90%,60,2.45815929,0.655746539,0.945054945,-0.043132854,-0.171665416
5fbc03c8475c2906fcbe467e,28,0,2,30,97%,60,3.541943182,3.71107404,0.983333333,-0.19886732,0.37022653
5fbc41ea2e82120f440136d9,24,5,6,24,81%,59,1.710275834,1.084808837,0.885704023,-0.182481752,0.047596875
5fbe8e205c74b301dd3c949c,26,5,4,25,85%,60,1.982658788,0.877197004,0.911923077,0.124087591,-0.066084834
5fbed5c801246a0a6d4889fb,29,6,1,23,88%,59,2.444197986,0.342315704,0.935985025,-0.00163229,-0.438598618
5fbfb3099d4fac2f7134943b,18,11,8,19,66%,56,0.811539562,0.939821538,0.746135103,0.459928633,-0.076478434
5fbfb35136e42030b11b1d3c,23,13,6,17,68%,59,0.945929748,0.745466734,0.772127907,-1,-0.310535501
5fc096b618627203bbbff03e,28,3,2,27,92%,60,2.611977192,0.780748874,0.954695767,-0.567420907,-0.094756465
5fc64277766e2802dd28785d,22,5,7,24,79%,58,1.577224542,1.19721358,0.870265152,-1.20E-16,0.114122521
5fcb5f768c4bb789f899288f,16,15,14,14,51%,59,0.039157993,0.997599826,0.515876437,-1,-0.061368294
5fd0bab64cd78b1749d4cef6,27,1,3,28,93%,59,2.856085758,1.857497385,0.964528599,-0.068388736,0.216810748
5fd2416e5061f30735e202e9,30,4,0,26,93%,60,3.198612349,0.176699934,0.966666667,-0.169435216,-0.541891946
5fd394142d643f016601af39,25,12,2,14,74%,53,1.438138483,0.406401068,0.840993081,-0.623376623,-0.626097393
5fd8a13aaf5bd723a0e0e3fa,26,4,4,26,87%,60,2.114828457,1,0.923076923,-1.12E-16,0
5fd941e0e383411330a06e2c,29,1,0,29,98%,59,3.788742845,0.412578007,0.991666667,-0.3,-0.233673812
5fdb467f3de890644c47206c,22,9,7,21,73%,59,1.180423404,0.905304633,0.814929467,-0.717073171,-0.084278048
5fe075e18bcb1f9880880ce2,25,8,5,22,78%,60,1.525423336,0.780413426,0.863181818,-0.203821656,-0.162532892
5fe226313e41f75659e4029d,29,5,1,25,90%,60,2.58594217,0.386385567,0.946896552,-0.169435216,-0.367726525
5fe23b8f29598a58fee0b230,28,2,2,28,93%,60,2.801490122,1,0.964285714,-0.367781155,1.11E-16
5fe6e04126fd080522237bf7,28,4,2,26,90%,60,2.45815929,0.655746539,0.945054945,0.517241379,-0.171665416
5fe75ddffef4d157617afc85,29,8,1,22,85%,60,2.260876387,0.301540484,0.919670846,-0.243748319,-0.530259417
5feb3fa8c2bdebbc5d1a0ebf,25,9,5,21,77%,60,1.431178214,0.740777983,0.85047619,-0.601043643,-0.209655453
5feb9db7238d4b7c80de5f7d,25,8,5,22,78%,60,1.525423336,0.780413426,0.863181818,-1,-0.162532892
