prolific_id,n_hit,n_fa,n_miss,n_cr,acc_407,sum,dprime,beta,aprime,bppd,c
5f477a85d919ec03cadfaddd,21,13,9,16,63%,59,0.631595001,0.886841465,0.703963978,-1.54E-16,-0.190136154
5f47d4b3a08b212137abc4c7,22,8,7,22,75%,59,1.274668526,0.953743101,0.829832811,0.184135977,-0.037155487
5f491a3555e3b941751215e2,27,3,3,27,90%,60,2.422464262,1,0.944444444,-0.074524668,0
5f496df08d19d84cde035c29,19,6,11,24,72%,60,1.136832389,1.312383398,0.806469298,-0.135135135,0.239124848
5f4b6001f958ee71ec91df89,18,13,8,16,62%,55,0.607909562,0.897280925,0.698699528,-0.005322295,-0.178293434
5f4b925345981175b1355872,24,9,6,21,75%,60,1.313474696,0.820306822,0.834821429,0.257142857,-0.150803694
5f4e5f7594d42c0232e53b97,18,12,12,17,59%,59,0.455434617,0.992156948,0.656997972,-0.00163229,-0.017288914
5f50dcf27fc3a5275d7047c0,22,4,8,26,80%,60,1.657593004,1.46075751,0.877622378,0.290102389,0.228617726
5f5362c1a448d7668ec843e4,16,14,14,15,53%,59,0.122736588,0.997599826,0.548151341,0.032852318,-0.019578996
5f578fcd87cb442352a8ac79,21,4,9,26,78%,60,1.563347883,1.538915572,0.865842491,-0.048042051,0.275740287
5f58c7ea83941b059cfb928c,22,7,8,22,75%,59,1.274668526,1.048500376,0.829832811,0.122723372,0.037155487
5f59fd63f7e04902c806f680,19,13,10,15,60%,57,0.471863834,0.931936077,0.661918806,-1.12E-16,-0.149388549
5f5b5fbd8ef13206a0f27805,9,6,21,23,54%,59,0.277566721,1.195963322,0.606934033,0.014292755,0.644717015
5f5c21d8af246b40932ec609,28,2,2,28,93%,60,2.801490122,1,0.964285714,0.768,1.11E-16
5f5c947a5b5eb447ee802a19,21,8,9,20,71%,58,1.050274569,1.020373855,0.792959184,0.102833018,0.01920363
5f6481e71e733c21b974c52e,13,1,17,29,70%,60,1.498268238,3.918726099,0.834217507,0.006119726,0.911563492
5f66363877c78d1f9dc318bc,13,8,17,21,58%,59,0.410538176,1.162943458,0.645213886,-0.375081753,0.367698461
5f672de82c0f4631857bb4a7,13,12,17,17,51%,59,0.047999022,1.008988561,0.519606543,-0.043774872,0.186428883
5f67bc66777bfd3f9906742c,26,8,3,20,81%,57,1.736157087,0.570033939,0.884122774,0.750131593,-0.323737628
5f68924358c48c0638b1eee1,20,17,10,12,54%,59,0.205558826,0.93764616,0.578783525,0.470124961,-0.313207807
5f6a576e0e6c0e10b19b9b41,17,1,10,28,80%,56,1.963492991,3.676665418,0.890408846,0.006119726,0.663107131
5f6a7f502e98bc152bd3b037,15,27,14,3,31%,59,-1.169442833,2.080625282,0.195463875,0.055737705,-0.626510714
5f6cd5ce1758e90f12ae1123,17,17,13,12,49%,59,-0.047999022,1.008988561,0.480393457,-0.35,-0.186428883
5f6f24f71b1cd746e9ded65e,24,7,6,23,78%,60,1.507631255,0.92219543,0.861865942,0.124087591,-0.053725415
5f733f953409c7015fc43d26,18,4,12,26,73%,60,1.302420452,1.697316375,0.829059829,0.132947977,0.406204003
5f7345ef4b3fc3027203ecf1,22,5,7,24,79%,58,1.577224542,1.19721358,0.870265152,0.016470588,0.114122521
5f7627b46c029a08e8ca87a1,24,4,6,24,83%,58,1.822039788,1.207488503,0.89702381,-0.102040816,0.103478852
5f7b2d43d76dea07bbf5b9bb,18,11,12,19,62%,60,0.57429757,1.024497625,0.689327485,0.44,0.042142562
5f7dd177bcf2a803e18fd2f0,22,12,8,18,67%,60,0.845184999,0.860627713,0.752525253,-0.517241379,-0.177586276
5f7f1e4acf7c770505c14357,24,2,6,28,87%,60,2.208286103,1.92510805,0.925595238,-0.161290323,0.29660201
5f7f4a99ddc9cb0b87490fe9,28,8,2,22,83%,60,2.000923837,0.448908552,0.905844156,0.050251256,-0.400283143
5f8370c6e0804f4fb492bcdc,26,6,4,24,83%,60,1.864955271,0.792152656,0.900641026,0.023370051,-0.124936593
5f8472685956c40c720d0936,19,9,11,21,67%,60,0.835225001,1.076557054,0.750626566,-0.334524616,0.088321154
5f848bc5c4a378107eedffca,16,16,11,9,48%,52,-0.118394509,1.03430656,0.452390572,-0.21509434,-0.284905208
5f881e431b4e41266d8644ac,24,17,4,13,64%,58,0.852069373,0.60567472,0.75230464,0.00896861,-0.588464059
5f8ac6980f0186179abb28d2,23,26,7,4,45%,60,-0.357324016,1.368888741,0.364010989,0.686178791,-0.878752221
5f8c6949a2761c3c8755772d,15,13,15,17,53%,60,0.162429373,1.013279044,0.562745098,0.563909774,0.081214686
5f9197367349ae010649ca35,28,7,1,23,86%,59,2.34494384,0.330314987,0.928338956,0.302865995,-0.472381707
5f9475af4edd0629e1899a4c,26,1,4,29,92%,60,2.718111839,2.270263381,0.955901857,-0.06859349,0.301641691
5f9daa7e3ec0713096cd9d36,20,4,10,25,76%,59,1.45242061,1.569213286,0.851609195,0.124324324,0.310223085
5fa015644fae0a00088d140d,20,17,9,13,56%,59,0.314611056,0.904301791,0.61553824,0.322720107,-0.319734901
5fa10518f4aa581930bb58f5,26,3,4,27,88%,60,2.268646359,1.190625992,0.934116809,0.763265306,0.076908951
5fa9bdfbfd78fa2157098e2a,19,4,11,25,75%,59,1.365724736,1.620736523,0.839220206,-0.08401084,0.353571021
5faa8121f8f5533a5c7f7a20,12,1,18,29,68%,60,1.415691388,3.853355211,0.823994253,0.570556003,0.952851917
5fab015ae4b1e658a20e8ec7,21,14,9,12,59%,56,0.412961806,0.883677989,0.645192308,-0.1473397,-0.299452751
5fabf06f8ac4180b6b16790e,17,2,12,26,75%,57,1.574917142,2.4812804,0.85813198,0.085714286,0.577030177
5fac47187dfda11d948deef7,25,6,4,24,83%,59,1.843974432,0.809745063,0.898896552,-0.210958904,-0.114446174
5fad93a0fa839512df7d52ab,19,8,11,22,68%,60,0.929470123,1.134158409,0.769736842,-0.563909774,0.135443715
5fae5291ec402509e2885604,24,13,6,17,68%,60,0.969970415,0.731345261,0.776348039,0.169435216,-0.322555835
5fae878f3cee45000adff644,29,4,1,26,92%,60,2.718111839,0.440477527,0.955901857,-0.623376623,-0.301641691
5faecac5d0a22f0576837497,22,5,8,25,78%,60,1.525423336,1.281372112,0.863181818,-1.54E-16,0.162532892
5faefdc33a31c611e148ce22,29,5,1,25,90%,60,2.58594217,0.386385567,0.946896552,0.59566787,-0.367726525
5fb141ba6677855a1ef1f7a5,27,3,3,27,90%,60,2.422464262,1,0.944444444,0.161290323,0
5fb1bfc23029716fc7f3e210,13,2,17,28,68%,60,1.238315688,2.632283479,0.809752747,-0.330578512,0.781587217
5fb3d42dc5d76c000aedf11d,24,4,6,26,83%,60,1.864955271,1.262382941,0.900641026,1,0.124936593
5fb3d69e4e1324000ac27455,27,7,3,23,83%,60,1.911322344,0.613559224,0.90257649,0.290102389,-0.255570959
5fb43d1ad84de30d1cf25a6d,21,0,9,29,85%,59,2.633978888,8.468080234,0.925,0.285630292,0.81105579
5fb4d2d39274e9120d74f666,21,4,9,26,78%,60,1.563347883,1.538915572,0.865842491,0.3,0.275740287
5fb4f7e9de93bd2f4d233647,4,2,26,27,53%,59,0.325579899,1.487763451,0.637973606,-0.091703057,1.220204178
5fb6de74ff456813688f32fc,26,2,4,28,90%,60,2.45815929,1.524979455,0.945054945,1,0.171665416
5fb8f31f49adcb695b174c8e,26,5,4,25,85%,60,1.982658788,0.877197004,0.911923077,0.063829787,-0.066084834
5fbc03c8475c2906fcbe467e,23,0,6,30,90%,59,2.924698496,7.282165505,0.948275862,0.26686217,0.678848873
5fbc41ea2e82120f440136d9,20,8,10,22,70%,60,1.016165996,1.098103497,0.786363636,-0.483870968,0.092095778
5fbe8e205c74b301dd3c949c,12,5,18,25,62%,60,0.680238337,1.488880839,0.715833333,0.089053033,0.585125391
5fbed5c801246a0a6d4889fb,28,7,2,23,85%,60,2.100835274,0.479035673,0.91576087,-0.030216415,-0.350327424
5fbfb3099d4fac2f7134943b,18,7,10,20,69%,55,0.972240756,1.138246862,0.77864124,0.173558092,0.133186392
5fbfb35136e42030b11b1d3c,19,12,10,18,63%,59,0.630326689,0.956741627,0.70369026,0.283667622,-0.070157122
5fc096b618627203bbbff03e,23,4,6,26,83%,59,1.840914604,1.286758167,0.898289317,0.018036557,0.136956927
5fc64277766e2802dd28785d,14,5,16,25,65%,60,0.844297269,1.529227209,0.750714286,0.6,0.503095925
5fcb5f768c4bb789f899288f,15,11,11,18,60%,55,0.483493959,1.026944356,0.665226201,1,0.054990859
5fd0bab64cd78b1749d4cef6,16,2,14,28,73%,60,1.481692352,2.658513498,0.84375,0.002521201,0.659898885
5fd2416e5061f30735e202e9,24,0,5,30,92%,59,3.043932913,6.585693499,0.956896552,0.135135135,0.619231665
5fd394142d643f016601af39,15,10,9,17,63%,51,0.624120152,1.004114708,0.702954793,0.623376623,0.006579288
5fd8a13aaf5bd723a0e0e3fa,21,6,9,24,75%,60,1.313474696,1.219056058,0.834821429,0,0.150803694
5fd941e0e383411330a06e2c,25,1,5,29,90%,60,2.58594217,2.588088388,0.946896552,-0.12972973,0.367726525
5fdb467f3de890644c47206c,20,10,10,20,67%,60,0.83197444,1,0.75,-0.169435216,5.55E-17
5fe075e18bcb1f9880880ce2,23,11,7,19,70%,60,1.02938156,0.826259197,0.788329519,0.283667622,-0.185399433
5fe226313e41f75659e4029d,25,8,5,22,78%,60,1.525423336,0.780413426,0.863181818,0.091703057,-0.162532892
5fe23b8f29598a58fee0b230,16,5,14,25,68%,60,1.00619185,1.529227209,0.781875,-0.243748319,0.422148635
